Vehicle Type,Make,Model,Year,Price,Milleage,District,published date
Car,Suzuki,Wagon R Stingray,2015.0,"Rs. 6,000,000",125000.0,Colombo,2025-12-14
Car,Honda,CIVIC,2010.0,"Rs. 7,475,000",187000.0,Homagama,2025-12-14
Car,Toyota,Prius,2009.0,"Rs. 8,995,000",,Panadura,2025-12-14
Car,Toyota,Corolla AE80,1987.0,"Rs. 1,250,000",1.0,Malabe,2025-12-14
Car,Toyota,Corolla 121,2000.0,"Rs. 6,200,000",1234.0,Kurunegala,2025-12-14
Car,Toyota,Roomy Custom GT Turbo,2023.0,"Rs. 10,950,000",10000.0,Colombo,2025-12-14
Car,Toyota,Aqua Urban S,2015.0,Negotiable,122.0,Gampaha,2025-12-14
Motorbike,Bajaj,Pulsar,2012.0,"Rs. 315,000",,Kadawatha,2025-12-14
Three Wheel,Bajaj,RE,2006.0,"Rs. 845,000",2025.0,Kadawatha,2025-12-14
Motorbike,TVS,Scooty Pep Plus,2008.0,"Rs. 158,000",49123.0,Kandy,2025-12-14
Motorbike,Bajaj,CT-100,2006.0,"Rs. 198,000",80000.0,Kelaniya,2025-12-14
Van,Micro,MPV,2016.0,"Rs. 3,175,000",76400.0,Homagama,2025-12-14
SUV,Kia,Sorento,2012.0,"Rs. 10,200,000",83500.0,Kandy,2025-12-08
Motorbike,Bajaj,Discover 150,2012.0,Negotiable,50000.0,Beruwala,2025-12-14
Van,Toyota,KDH 201 Super GL,2017.0,"Rs. 28,500,000",105000.0,Embilipitiya,2025-12-07
Car,Daihatsu,Mira,2024.0,"Rs. 6,290,000",2033.0,Gampaha,2025-12-05
Car,Suzuki,Swift,2004.0,"Rs. 4,300,000",154000.0,Minuwangoda,2025-12-14
Lorry,Foton,Forland,2012.0,"Rs. 975,000",100000.0,Kaduwela,2025-12-14
Car,Suzuki,Wagon R Fz Safety,2015.0,"Rs. 5,580,000",90000.0,Kurunegala,2025-12-14
Motorbike,Honda,CM125,2000.0,"Rs. 260,000",68000.0,Galle,2025-12-14
Car,Micro,Panda,2017.0,"Rs. 3,895,000",,Panadura,2025-12-14
Car,Nissan,SunnyFB13,1997.0,"Rs. 2,500,000",,Kadawatha,2025-12-14
Three Wheel,Bajaj,2 Stroke,2004.0,"Rs. 1,030,000",,Kadawatha,2025-12-14
Motorbike,Bajaj,Platina,2012.0,"Rs. 265,000",,Kadawatha,2025-12-14
Three Wheel,Bajaj,2 Stroke,2004.0,"Rs. 1,030,000",,Kadawatha,2025-12-14
Bus,Tata,Lpo 1313,2004.0,"Rs. 5,500,000",440000.0,Pannala,2025-12-14
Car,Suzuki,Alto K10,2015.0,"Rs. 4,500,000",97000.0,Anuradapura,2025-12-14
Motorbike,Bajaj,CT-100,2007.0,"Rs. 228,000",45632.0,Kandy,2025-12-14
Motorbike,TVS,Wego,2011.0,"Rs. 275,000",50000.0,Kandy,2025-12-14
Motorbike,Bajaj,Pulsar 135,2011.0,"Rs. 205,000",50000.0,Kurunegala,2025-12-14
Car,Toyota,Aqua,2012.0,"Rs. 7,175,000",192000.0,Galle,2025-12-14
Car,Toyota,Yaris,2008.0,"Rs. 6,500,000",143000.0,Colombo,2025-12-14
Van,Suzuki,Every,2025.0,"Rs. 7,490,000",,Dehiwala-Mount-Lavinia,2025-12-14
Car,Suzuki,Wagon R Fz Premium,2018.0,"Rs. 6,790,000",76500.0,Anuradapura,2025-12-14
Motorbike,Honda,Jade,2011.0,"Rs. 940,000",,Matara,2025-12-14
Van,Toyota,LH 103,1999.0,Negotiable,220000.0,Colombo,2025-12-14
Car,Toyota,Vitz,2007.0,"Rs. 5,300,000",160000.0,Battaramulla,2025-12-14
Motorbike,Bajaj,Platina 125,2010.0,Negotiable,65321.0,Kandy,2025-12-14
SUV,Nissan,X-Trail,2001.0,"Rs. 6,090,000",149750.0,Malabe,2025-12-14
Car,Toyota,Prius,2016.0,"Rs. 13,995,000",120000.0,Nugegoda,2025-12-14
Van,Micro,Mvp,2014.0,"Rs. 2,775,000",,Panadura,2025-12-14
Motorbike,Honda,Dio,2014.0,"Rs. 410,000",9.0,Gampaha,2025-12-14
,Toyota,EE96,1991.0,"Rs. 1,985,000",,Kadawatha,2025-12-14
Car,Audi,A6,2013.0,"Rs. 13,800,000",61000.0,Colombo,2025-12-14
Car,BMW,GT M Sport,2015.0,"Rs. 25,600,000",57000.0,Nawala,2025-12-14
Tractor,TAFE,Di45,2024.0,"Rs. 400,000",350.0,Polonnaruwa,2025-12-14
SUV,Honda,Vezel RS Premium,2025.0,"Rs. 19,250,000",,Wennappuwa,2025-12-14
Three Wheel,Bajaj,RE,2012.0,"Rs. 1,160,000",,Bandaragama,2025-12-14
Car,Micro,Panda,2014.0,"Rs. 2,895,000",,Panadura,2025-12-14
Car,Toyota,Aqua S Limiterd,2012.0,"Rs. 7,500,000",141200.0,Tangalle,2025-12-14
Van,Nissan,E25,2012.0,"Rs. 9,600,000",199000.0,Minuwangoda,2025-12-14
Car,Toyota,AQUA X URBAN,2015.0,"Rs. 7,950,000",117000.0,Ragama,2025-12-14
Motorbike,Suzuki,Burgman,2020.0,"Rs. 750,000",60000.0,Kadawatha,2025-12-14
SUV,BYD,SEALION 6 SUPERIOR,2025.0,"Rs. 21,350,000",1500.0,Kolonnawa,2025-12-14
Car,Suzuki,Spacia Custom Xs Safety Turbo,2018.0,"Rs. 7,725,000",82000.0,Kurunegala,2025-12-14
SUV,Honda,Vezel,2015.0,"Rs. 9,775,000",181000.0,Boralesgamuwa,2025-12-14
Car,Toyota,Prius S,2013.0,"Rs. 11,000,000",205000.0,Galle,2025-12-14
Pickup,Mahindra,Bolero,2007.0,"Rs. 2,350,000",70000.0,Colombo,2025-12-10
Car,Honda,Fit Aria,2006.0,"Rs. 4,950,000",120000.0,Polgahawela,2025-12-06
Car,Suzuki,Alto,2024.0,"Rs. 7,090,000",8600.0,Gampaha,2025-12-13
Car,Toyota,Roomy,2025.0,"Rs. 111,000,000",,Kurunegala,2025-12-14
Lorry,Nissan,Atlas,1997.0,"Rs. 2,950,000",12345.0,Batticaloa,2025-12-14
Three Wheel,Bajaj,Re,1999.0,Negotiable,,Kuliyapitiya,2025-12-14
Motorbike,Hero,Pleasure,2018.0,"Rs. 369,000",13212.0,Kandy,2025-12-14
Lorry,Toyota,Dyna,1997.0,"Rs. 2,925,000",200000.0,Kurunegala,2025-12-14
Motorbike,Honda,CD125 Twin,1991.0,"Rs. 250,000",12345.0,Katunayake,2025-12-14
Car,Suzuki,Wagon R FX Safety,2024.0,"Rs. 7,085,000",17000.0,Kesbewa,2025-12-14
Motorbike,Bajaj,Discover 135,2008.0,"Rs. 298,000",,Horana,2025-12-14
Three Wheel,Bajaj,RE,1998.0,"Rs. 340,000",,Ja-Ela,2025-12-14
Car,Toyota,AXIO,2008.0,"Rs. 7,190,000",160000.0,Kottawa,2025-12-14
Motorbike,Bajaj,CT-100,2006.0,"Rs. 210,000",,Kuliyapitiya,2025-12-14
Motorbike,Bajaj,Ct-100,2013.0,"Rs. 360,000",45700.0,Galle,2025-12-14
Car,Hyundai,Eon,2016.0,"Rs. 3,675,000",114000.0,Panadura,2025-12-14
Car,Suzuki,Wagon R Stingray,2017.0,"Rs. 6,670,000",61500.0,Malabe,2025-12-14
Van,Suzuki,Every,2018.0,"Rs. 6,450,000",71000.0,Bandaragama,2025-12-14
Tractor,Mahindra,595 Turbo,2016.0,"Rs. 1,875,000",2600.0,Kurunegala,2025-12-14
Car,Toyota,SGL,1993.0,"Rs. 1,585,000",11111.0,Wennappuwa,2025-12-14
Motorbike,Bajaj,SCOOTY,2013.0,Negotiable,45863.0,Ratnapura,2025-12-14
Motorbike,Hero,Pleasure,2014.0,Negotiable,,Kandy,2025-12-14
Car,Honda,FIT GP1,2011.0,Negotiable,173000.0,Ja-Ela,2025-12-14
Van,Toyota,TOWNACE,1989.0,"Rs. 3,775,000",,Homagama,2025-12-14
SUV,Toyota,Rush,2013.0,"Rs. 8,200,000",198000.0,Malabe,2025-12-14
Three Wheel,Bajaj,Re,2017.0,"Rs. 1,650,000",22000.0,Kaduwela,2025-12-14
Car,Nissan,FB14,1995.0,"Rs. 3,375,000",200000.0,Nittambuwa,2025-12-14
Lorry,Tata,Dimo Lokka,2019.0,Negotiable,,Elpitiya,2025-12-14
Car,Toyota,Vitz Edition 2,2018.0,"Rs. 8,350,000",69200.0,Kotikawatta,2025-12-14
Three Wheel,Bajaj,2 Stroke,1999.0,"Rs. 385,000",78563.0,Kurunegala,2025-12-14
Motorbike,Honda,Hornet,2024.0,Negotiable,35000.0,Polonnaruwa,2025-12-14
Car,Toyota,Vitz Ksp90,2007.0,"Rs. 5,380,000",200345.0,Chilaw,2025-12-14
Lorry,Isuzu,Freezer Truck,2017.0,Negotiable,186000.0,Kegalle,2025-12-14
Motorbike,Honda,MD 90,1988.0,"Rs. 87,000",,Divulapitiya,2025-12-14
Car,Honda,N Box,2016.0,Negotiable,72000.0,Kandy,2025-12-14
Lorry,Mitsubishi,Canter,2000.0,Negotiable,,Kandy,2025-12-14
SUV,Honda,VEZEL ORANGE,2015.0,Negotiable,120000.0,Kandy,2025-12-14
,JCB,Jcb,1998.0,"Rs. 4,550,000",17000.0,Ambalangoda,2025-12-14
Motorbike,Honda,Dio,2018.0,"Rs. 560,000",40000.0,Wennappuwa,2025-12-14
Car,Toyota,AXIO,2007.0,"Rs. 7,175,000",177000.0,Colombo,2025-12-14
Motorbike,Bajaj,Discover 125,2017.0,"Rs. 385,000",50000.0,Pannipitiya,2025-12-14
Motorbike,Yamaha,Fz Version 2.0,2018.0,"Rs. 788,000",47231.0,Colombo,2025-12-14
Car,Perodua,Kenari,2007.0,"Rs. 2,950,000",200000.0,Embilipitiya,2025-12-14
Car,Mitsubishi,Colt,1986.0,"Rs. 1,050,000",,Mawanella,2025-12-09
Car,Honda,FIT GP5,2014.0,"Rs. 8,200,000",58200.0,Boralesgamuwa,2025-12-10
SUV,Honda,VEZEL Z PLAY MOONROOF,2022.0,"Rs. 18,200,000",16000.0,Kurunegala,2025-12-09
Van,Toyota,TownAce Lotto,1996.0,"Rs. 5,500,000",190000.0,Dehiwala-Mount-Lavinia,2025-12-13
Car,Suzuki,Swift Kei,2006.0,"Rs. 3,775,000",123456.0,Kandy,2025-12-14
SUV,Kia,Sportage,2010.0,"Rs. 7,850,000",186000.0,Colombo,2025-12-14
Three Wheel,Bajaj,2 Stroke,1997.0,Negotiable,45000.0,Minuwangoda,2025-12-14
Lorry,Toyota,Dyna,1994.0,"Rs. 2,275,000",,Ambalangoda,2025-12-14
Van,Toyota,CR42,1999.0,"Rs. 7,000,000",240000.0,Dehiwala-Mount-Lavinia,2025-12-14
Motorbike,Bajaj,Discover 125,2011.0,Negotiable,58230.0,Kandy,2025-12-14
Motorbike,Hero,Hunk,2014.0,Negotiable,,,2025-12-14
Car,Toyota,Starlet,1998.0,Negotiable,,Chilaw,2025-12-14
Van,Toyota,Liteace,1990.0,"Rs. 2,875,000",120000.0,Kurunegala,2025-12-14
Van,Daihatsu,Hijet,2012.0,"Rs. 5,070,000",132651.0,Ratnapura,2025-12-14
Van,Toyota,Hiace Lh61,1987.0,"Rs. 3,950,000",270000.0,Padukka,2025-12-14
Motorbike,Mahindra,Gusto,2016.0,"Rs. 240,000",39430.0,Gampaha,2025-12-14
Car,Kia,Picanto,2016.0,Negotiable,640000.0,Kotte,2025-12-14
Lorry,Daihatsu,Hijet S200,2004.0,Negotiable,,Kandy,2025-12-14
Car,MG,MG4 I SMART,2024.0,"Rs. 13,000,000",12900.0,Gampaha,2025-12-14
Lorry,Isuzu,FTR,2011.0,"Rs. 13,550,000",1234.0,Colombo,2025-12-14
Motorbike,Hero-Honda,Passion Plus,2008.0,Rs. 45,111111.0,Beruwala,2025-12-14
SUV,Honda,Vezel Z Premium,2025.0,"Rs. 19,300,000",813.0,Gampaha,2025-12-14
Car,Suzuki,Alto,2015.0,Negotiable,92000.0,Homagama,2025-12-14
Motorbike,Honda,CD125 Benly,2005.0,"Rs. 675,000",,Hambantota,2025-12-14
Motorbike,Hero-Honda,Cd Dawn,2005.0,"Rs. 135,000",51455.0,Kurunegala,2025-12-14
Motorbike,Bajaj,Pulsar,2013.0,"Rs. 465,000",63000.0,Pannala,2025-12-14
SUV,Honda,Vezel Z Grade,2025.0,"Rs. 18,550,000",,Panadura,2025-12-14
Motorbike,Bajaj,Pulsar 135,2010.0,"Rs. 235,000",65000.0,Kandy,2025-12-14
Car,Audi,A6,2013.0,"Rs. 14,200,000",149715.0,Colombo,2025-12-14
Car,Nissan,March K11,1998.0,"Rs. 2,885,000",,Kegalle,2025-12-14
Motorbike,Honda,Benly 125T,2006.0,Negotiable,,Kuliyapitiya,2025-12-14
Motorbike,TVS,Scooty Pep Plus,2012.0,"Rs. 165,000",44000.0,Matale,2025-12-14
Motorbike,Yamaha,Ray Zr,2017.0,Negotiable,32000.0,Mirigama,2025-12-14
Bus,Mini,Ashok Leyland Mitra,2018.0,"Rs. 8,800,000",120000.0,Trincomalee,2025-12-14
Car,Nissan,B12,1986.0,"Rs. 1,550,000",,Anuradapura,2025-12-14
Motorbike,Bajaj,Boxer,2003.0,"Rs. 125,000",8268.0,Negombo,2025-12-14
Motorbike,Honda,Pcx,2025.0,"Rs. 1,720,000",,Negombo,2025-12-14
Car,Suzuki,Wagon R Fz Safety,2018.0,"Rs. 6,900,000",102000.0,Ampara,2025-12-14
Three Wheel,Bajaj,Re 4 Stroke,2015.0,"Rs. 1,430,000",47800.0,Kandy,2025-12-14
Car,Suzuki,Spacia,2017.0,"Rs. 7,200,000",89000.0,Gampaha,2025-12-14
Car,Peugeot,305,1987.0,"Rs. 790,000",,Colombo,2025-12-14
Motorbike,TVS,Wego,2017.0,Negotiable,75000.0,Horana,2025-12-14
Car,Toyota,Aqua,2012.0,"Rs. 6,700,000",137000.0,Galle,2025-12-14
Car,Suzuki,Baleno TURBO G,2017.0,"Rs. 7,785,000",54560.0,Kiribathgoda,2025-12-14
Car,Toyota,Allion,2025.0,"Rs. 8,975,000",212000.0,Colombo,2025-12-13
SUV,Kia,Sorento,2014.0,"Rs. 13,950,000",114000.0,Colombo,2025-12-10
Car,Daihatsu,TAFT G Chrome Venture,2024.0,"Rs. 8,685,000",2000.0,Homagama,2025-12-09
Car,Suzuki,Wagon R,2023.0,Negotiable,20000.0,Colombo,2025-12-06
SUV,Honda,CRV 2W,2018.0,"Rs. 16,250,000",134600.0,Panadura,2025-12-14
,DFSK,Unimo,2017.0,"Rs. 2,550,000",86000.0,Anuradapura,2025-12-14
Motorbike,Bajaj,Pulsar 135,2011.0,"Rs. 224,000",77000.0,Gampaha,2025-12-14
Three Wheel,Bajaj,2 Stroke,2005.0,"Rs. 830,000",58698.0,Kandy,2025-12-14
Motorbike,Honda,Dio,2017.0,"Rs. 545,000",50000.0,Ampara,2025-12-14
Car,Toyota,Vitz,2017.0,"Rs. 7,250,000",76000.0,Bandaragama,2025-12-14
Motorbike,Bajaj,Discover 125M,2014.0,"Rs. 345,000",,Nittambuwa,2025-12-14
Bus,Ashok-Leyland,Leyland,2006.0,"Rs. 5,800,000",111111111.0,Ragama,2025-12-14
Car,BMW,520d,2016.0,"Rs. 30,500,000",95000.0,Matara,2025-12-14
SUV,Mitsubishi,Montero Sport,2011.0,"Rs. 16,950,000",72000.0,Boralesgamuwa,2025-12-14
Car,Toyota,Prius S,2010.0,"Rs. 9,200,000",158000.0,Badulla,2025-12-14
Car,Nissan,Caravan,1993.0,Negotiable,350000.0,Wennappuwa,2025-12-14
Three Wheel,Bajaj,RE,2010.0,"Rs. 1,085,000",35000.0,Galle,2025-12-14
Three Wheel,Bajaj,RE,2006.0,Negotiable,85000.0,Kuliyapitiya,2025-12-14
Motorbike,Hero,Maestro,2018.0,Negotiable,,Kandy,2025-12-14
Three Wheel,Bajaj,RE,2015.0,"Rs. 1,460,000",20450.0,Avissawella,2025-12-14
,ATHER,Agrotech Eco Harvester,2015.0,"Rs. 1,700,000",,Anuradapura,2025-12-14
Motorbike,TVS,Xl,2014.0,Negotiable,,Hambantota,2025-12-14
Motorbike,Honda,Dio,2014.0,"Rs. 410,000",2222.0,Galle,2025-12-14
Van,Nissan,Vanette,1991.0,"Rs. 2,875,000",185000.0,Matugama,2025-12-14
Motorbike,BMW,G310 GS,2022.0,Negotiable,1500.0,Dehiwala-Mount-Lavinia,2025-12-14
Car,Suzuki,Swift,2004.0,Negotiable,124000.0,Kandy,2025-12-14
Car,Tata,Indica,2005.0,"Rs. 2,000,000",300000.0,Colombo,2025-12-14
Motorbike,TVS,Wego,2017.0,"Rs. 465,000",45000.0,Anuradapura,2025-12-14
Van,Toyota,TownAce,1993.0,"Rs. 3,850,000",197000.0,Hatton,2025-12-14
Car,Nissan,March K11,2003.0,"Rs. 3,250,000",155000.0,Kottawa,2025-12-14
Motorbike,Suzuki,Japan Gn,1998.0,"Rs. 255,000",,Bandaragama,2025-12-14
Car,Suzuki,Swift,2007.0,"Rs. 5,375,000",128000.0,Wennappuwa,2025-12-14
Van,Toyota,CR41 GL,1998.0,Negotiable,290000.0,Matara,2025-12-14
Car,Suzuki,Wagon R FX Safety,2024.0,"Rs. 7,250,000",7000.0,Matara,2025-12-14
Motorbike,Hero,Hunk,2014.0,"Rs. 368,000",56805.0,Moneragala,2025-12-14
Three Wheel,Bajaj,4 Stroke,2017.0,"Rs. 1,475,000",,Chilaw,2025-12-14
Motorbike,Honda,Delux,2004.0,"Rs. 115,000",20000.0,Matara,2025-12-14
Motorbike,Bajaj,Platina 125,2010.0,"Rs. 210,000",95000.0,Bandaragama,2025-12-14
Motorbike,Honda,PCX 125,2025.0,Negotiable,,Dehiwala-Mount-Lavinia,2025-12-14
Motorbike,TVS,Scooty Pep Plus,2008.0,"Rs. 165,000",98756.0,Matara,2025-12-14
SUV,Toyota,V8,2020.0,"Rs. 86,000,000",100000.0,Matara,2025-12-14
Car,Suzuki,Celerio X,2018.0,"Rs. 5,675,000",92000.0,Kadawatha,2025-12-14
Van,Mazda,Bongo,2007.0,"Rs. 7,000,000",220000.0,Mirigama,2025-12-14
Car,Honda,Grace Ex2,2015.0,"Rs. 9,550,000",174500.0,Anuradapura,2025-12-14
Car,Suzuki,Wagon R Custom Zx,2025.0,"Rs. 8,800,000",160.0,Ambalangoda,2025-12-14
SUV,Toyota,Prado,2017.0,Negotiable,109000.0,Matara,2025-12-14
Car,Suzuki,Wagon R Custom ZX,2024.0,"Rs. 8,850,000",8000.0,Nittambuwa,2025-12-06
Car,Daihatsu,MiraL GradeRear Wiper,2024.0,"Rs. 6,090,000",7965.0,Gampaha,2025-12-06
Car,Suzuki,Alto Japan,2015.0,Negotiable,56785.0,Battaramulla,2025-12-14
Motorbike,Bajaj,CT-100,2005.0,"Rs. 210,000",20000.0,Matara,2025-12-14
Car,Suzuki,Alto LXI,2006.0,"Rs. 2,850,000",137000.0,Avissawella,2025-12-14
SUV,Toyota,RAIZE Hybrid Z Grade,2022.0,"Rs. 12,700,000",20000.0,Matara,2025-12-14
Car,Toyota,Premio,2017.0,"Rs. 14,550,000",85000.0,Galle,2025-12-14
Car,Mitsubishi,Mitsubishi,1985.0,"Rs. 700,000",,Moneragala,2025-12-14
SUV,Honda,Vezel,2014.0,Negotiable,129000.0,Colombo,2025-12-14
Motorbike,Honda,PCX 125,2025.0,Negotiable,,Dehiwala-Mount-Lavinia,2025-12-14
Motorbike,TVS,Ntorq,2019.0,"Rs. 487,000",90000.0,Embilipitiya,2025-12-14
SUV,Land-Rover,Defender 110 SALLDHM,1989.0,"Rs. 16,500,000",263000.0,Ja-Ela,2025-12-14
Three Wheel,Bajaj,4 Stroke,2009.0,"Rs. 1,140,000",32000.0,Kegalle,2025-12-14
Car,Suzuki,Wagon R FX Hybrid,2024.0,"Rs. 7,975,000",1980.0,Mirigama,2025-12-14
Motorbike,Suzuki,Grass Tracker,2010.0,"Rs. 195,000",10000.0,Gampaha,2025-12-14
,Toyota,CrewCab,2004.0,Negotiable,370000.0,Kuliyapitiya,2025-12-14
Car,Toyota,Axio WXB,2018.0,"Rs. 12,350,000",90000.0,Galle,2025-12-14
SUV,Toyota,CHR,2018.0,"Rs. 15,500,000",56000.0,Ragama,2025-12-14
Van,Honda,Acty,2001.0,"Rs. 3,110,000",,Embilipitiya,2025-12-14
Car,Toyota,Prius 4th Generation,2016.0,"Rs. 13,500,000",175000.0,Marawila,2025-12-14
Van,Toyota,TownAce Lotto CR27,1992.0,Negotiable,300000.0,Hanwella,2025-12-14
Motorbike,Honda,PCX 160,2025.0,Negotiable,,Dehiwala-Mount-Lavinia,2025-12-14
Car,Suzuki,Wagon R Stingray,2018.0,"Rs. 6,945,000",120000.0,Colombo,2025-12-14
Car,Suzuki,Alto Sport,2010.0,"Rs. 3,050,000",138450.0,Dompe,2025-12-14
Van,Nissan,Vanette,1993.0,"Rs. 2,825,000",185000.0,Matugama,2025-12-14
Car,Toyota,Ke72 Dx Wagon,1986.0,"Rs. 1,650,000",200000.0,Ratnapura,2025-12-14
Tractor,ATHER,Browns Harvester,2015.0,"Rs. 2,200,000",,Anuradapura,2025-12-14
Car,Suzuki,Swift,2003.0,"Rs. 3,985,000",147000.0,Gampaha,2025-12-14
Car,Toyota,Premio G Superior,2013.0,"Rs. 11,650,000",130000.0,Kandy,2025-12-14
Pickup,Mahindra,Bolero,2014.0,"Rs. 2,800,000",,Gampaha,2025-12-14
Car,Suzuki,Wagon R Premium,2017.0,"Rs. 6,275,000",85500.0,Homagama,2025-12-14
Motorbike,Honda,Benly 125,1995.0,"Rs. 550,000",,Anuradapura,2025-12-14
Car,Suzuki,ALTO,2012.0,Negotiable,,Polonnaruwa,2025-12-14
Car,Micro,Panda Lc,2012.0,Negotiable,120000.0,Kegalle,2025-12-14
Car,Suzuki,Alto,2015.0,"Rs. 3,580,000",120000.0,Kesbewa,2025-12-14
Car,Toyota,Passo,2009.0,"Rs. 4,775,000",120000.0,Colombo,2025-12-14
Motorbike,Bajaj,CT-100,2011.0,"Rs. 295,000",65000.0,Kegalle,2025-12-14
Car,Suzuki,Alto L Import,2024.0,Negotiable,5000.0,Homagama,2025-12-14
Car,Suzuki,Alto 800,2016.0,"Rs. 3,750,000",106000.0,Bandaragama,2025-12-14
Motorbike,TVS,Centra,2005.0,Negotiable,,Horana,2025-12-14
Motorbike,Honda,PCX ADV 160,2025.0,Negotiable,,Dehiwala-Mount-Lavinia,2025-12-14
Car,Suzuki,Alto 800 LXI,2015.0,"Rs. 3,600,000",61000.0,Polgahawela,2025-12-14
Car,Suzuki,Wagon R Custom Zx,2025.0,"Rs. 8,800,000",160.0,Ambalangoda,2025-12-14
Motorbike,Bajaj,Discover 150,2012.0,Negotiable,50000.0,Beruwala,2025-12-14
Pickup,Toyota,Hilux GR SPORT,2024.0,Negotiable,17500.0,Kandy,2025-12-12
Car,Toyota,Aqua,2013.0,"Rs. 7,600,000",104000.0,Colombo,2025-12-14
Bus,Ashok-Leyland,Viking,2011.0,Negotiable,357000.0,Hambantota,2025-12-14
Car,Toyota,Prius 3rd Gen,2011.0,"Rs. 9,600,000",100000.0,Homagama,2025-12-14
Van,Toyota,Townace CR27,1996.0,"Rs. 5,425,000",,Ratnapura,2025-12-14
Bus,Eicher,Skyline,2018.0,"Rs. 9,500,000",89095.0,Anuradapura,2025-12-14
Van,Suzuki,Every DA7V Fully,2020.0,"Rs. 6,250,000",92000.0,Eheliyagoda,2025-12-14
Car,Toyota,Prius,2013.0,Negotiable,164000.0,Gampaha,2025-12-14
Car,Toyota,Prius,2016.0,Negotiable,130000.0,Matara,2025-12-14
Car,Toyota,Allion,2015.0,Negotiable,73000.0,Kandy,2025-12-14
Three Wheel,Bajaj,4 Stroke,2013.0,"Rs. 1,360,000",,Homagama,2025-12-14
Car,Toyota,Vitz Edition 3,2019.0,"Rs. 8,750,000",88000.0,Divulapitiya,2025-12-14
Car,Honda,FIT GP5,2014.0,"Rs. 8,300,000",129500.0,Kadawatha,2025-12-14
Motorbike,Honda,Pcx,2024.0,"Rs. 1,700,000",13000.0,Kuliyapitiya,2025-12-14
SUV,Toyota,Yaris Cross Z,2025.0,Negotiable,8300.0,Maharagama,2025-12-14
Motorbike,Bajaj,Pulsar,2016.0,"Rs. 490,000",46235.0,Kegalle,2025-12-14
Motorbike,Honda,Dio,2019.0,"Rs. 575,000",56000.0,Matale,2025-12-14
Motorbike,Yamaha,Fz,2011.0,"Rs. 510,000",40580.0,Veyangoda,2025-12-14
Motorbike,Bajaj,Discover,2010.0,"Rs. 228,000",46231.0,Kegalle,2025-12-14
Three Wheel,Bajaj,4 Stroke,2013.0,"Rs. 1,380,000",,Homagama,2025-12-14
Motorbike,Hero,Dash,2015.0,Negotiable,,Kandy,2025-12-14
Car,Nissan,Caravan VX,1995.0,Negotiable,235000.0,Gampaha,2025-12-14
Motorbike,Bajaj,Discover 135,2009.0,"Rs. 265,000",1.0,Matugama,2025-12-14
Motorbike,Hero,Pleasure,2013.0,"Rs. 255,000",46251.0,Kegalle,2025-12-14
Motorbike,Other,Royal Enfield Classic 350,2025.0,Negotiable,75.0,Dehiwala-Mount-Lavinia,2025-12-14
Car,Suzuki,Alto Japan,2017.0,"Rs. 5,350,000",60500.0,Maharagama,2025-12-14
Van,Toyota,Townace Noah CR41 GL,2003.0,Negotiable,275800.0,Kelaniya,2025-12-14
Car,Suzuki,ALTO,2006.0,Negotiable,,Polonnaruwa,2025-12-14
SUV,Honda,Vezel RS Sensing,2018.0,"Rs. 12,500,000",105000.0,Kandy,2025-12-14
Three Wheel,Bajaj,RE 4 Stroke,2012.0,"Rs. 1,290,000",,Homagama,2025-12-14
Car,Toyota,Corolla,1998.0,"Rs. 5,300,000",150000.0,Beruwala,2025-12-14
Car,Nissan,Caravan QD,2003.0,"Rs. 10,500,000",,Polonnaruwa,2025-12-14
Three Wheel,Piaggio,Ape,2012.0,"Rs. 1,125,000",76500.0,Tangalle,2025-12-14
Motorbike,Yamaha,FZ-S Version 2 Anniversary,2019.0,"Rs. 250,000",30000.0,Matara,2025-12-14
Three Wheel,Bajaj,4 Stroke,2010.0,"Rs. 975,000",23695.0,Galle,2025-12-14
Lorry,Daihatsu,Hijet,2002.0,"Rs. 1,995,000",215.0,Matara,2025-12-14
Motorbike,Bajaj,Pulsar,2013.0,"Rs. 468,000",81000.0,Elpitiya,2025-12-14
Lorry,Ashok-Leyland,1112 E Comet,2012.0,Negotiable,200000.0,Colombo,2025-12-14
Motorbike,Honda,Hornet 250,2012.0,"Rs. 1,480,000",27000.0,Horana,2025-12-14
Car,Micro,Panda Cross,2014.0,"Rs. 3,390,000",131500.0,Kelaniya,2025-12-14
Motorbike,Bajaj,Discover 100,2011.0,"Rs. 188,000",,Bandaragama,2025-12-14
Car,Toyota,NZE121 Japan,2004.0,"Rs. 6,250,000",180000.0,Kadawatha,2025-12-14
Motorbike,Honda,Grazia,2020.0,"Rs. 570,000",40567.0,Horana,2025-12-13
SUV,Honda,Vezel,2025.0,"Rs. 20,200,000",100.0,Colombo,2025-12-08
Car,Daihatsu,Mira L SA3 Import,2024.0,"Rs. 5,950,000",5000.0,Colombo,2025-12-14
Car,Toyota,Allion 260,2011.0,"Rs. 11,000,000",163000.0,Colombo,2025-12-14
Car,Nissan,FB15 Super Saloon ECO,1999.0,"Rs. 3,700,000",338000.0,Polonnaruwa,2025-12-14
Motorbike,Bajaj,Discover,2011.0,Negotiable,45250.0,Mahiyanganaya,2025-12-14
Car,Honda,Fit GP1 Shes,2012.0,"Rs. 6,790,000",125000.0,Matara,2025-12-14
Three Wheel,Bajaj,Re,2006.0,"Rs. 685,000",7587.0,Kottawa,2025-12-14
