Text,Price,Year,Page
"Toyota Yaris G 2022 Car
Kadawatha
Rs. 9,750,000
13100 (km)
2025-12-09","Rs. 9,750,000",2022,36
"Daihatsu Mira E.S L SA 3 2025 Car
Nugegoda
Rs. 7,150,000
3000 (km)
2025-12-13","Rs. 7,150,000",2025,36
"Suzuki Spacia XS Turbo SepNew 2024 Car
Mawanella
Rs. 10,300,000
900 (km)
2025-12-14","Rs. 10,300,000",2024,36
"Nissan Sylphy 2012 Car
Colombo
Rs. 8,475,000
122000 (km)
2025-12-14","Rs. 8,475,000",2012,36
"Suzuki Wagon R Stingray 2014 Car
Panadura
Rs. 5,790,000
110000 (km)
2025-12-14","Rs. 5,790,000",2014,36
"Nissan Roox Highway Star G Turbo 2023 Car
Colombo
Rs. 8,275,000
2500 (km)
2025-12-14","Rs. 8,275,000",2023,36
"Suzuki Fronx 2025 Car
Gampaha
Rs. 10,650,000
20 (km)
2025-12-14","Rs. 10,650,000",2025,36
"Toyota Corolla 141 2008 Car
Bentota
Rs. 5,900,000
155000 (km)
2025-12-14","Rs. 5,900,000",2008,36
"Toyota Corolla KE50 1976 Car
Matara
Rs. 890,000
147000 (km)
2025-12-14","Rs. 890,000",1976,36
"Toyota Aqua 2013 Car
Maharagama
Rs. 6,800,000
133500 (km)
2025-12-14","Rs. 6,800,000",2013,36
"Suzuki Wagon R 2015 Car
Kalutara
Rs. 5,300,000
200000 (km)
2025-12-14","Rs. 5,300,000",2015,36
"Daihatsu CHARADE G30 1983 Car
Matara
Rs. 975,000
147000 (km)
2025-12-14","Rs. 975,000",1983,36
"Toyota Carina AT150 1988 Car
Kuliyapitiya
Rs. 550,000
250000 (km)
2025-12-14","Rs. 550,000",1988,36
"Home / All Ads / Car
Displaying 1440 - 1480 of 24202 Search Results
Previous
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
...606
Next
S",,2025,37
"Home / All Ads / Car
Displaying 1440 - 1480 of 24202 Search Results
Previous
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
...606
Next
S",,2025,37
"Suzuki Wagon R Custom ZX Upgrade 2025 Car
Wattala
Rs. 8,975,000
293 (km)
2025-12-06","Rs. 8,975,000",2025,37
"Suzuki Wagon R FX Hybride 2024 Car
Kadawatha
Rs. 8,100,000
1650 (km)
2025-12-06","Rs. 8,100,000",2024,37
"Suzuki Alto 2024 Car
Gampaha
Rs. 7,090,000
8600 (km)
2025-12-13","Rs. 7,090,000",2024,37
"Toyota Axio G Grade 2014 Car
Gampaha
Rs. 9,400,000
161000 (km)
2025-12-14","Rs. 9,400,000",2014,37
"Toyota Vitz 2019 Car
Kegalle
Rs. 8,050,000
2025-12-13","Rs. 8,050,000",2019,37
"Suzuki Wagon R FX 2017 Car
Kurunegala
Rs. 5,950,000
75000 (km)
2025-12-13","Rs. 5,950,000",2017,37
"Suzuki Alto 800 LXI 2015 Car
Kurunegala
Rs. 3,850,000
86000 (km)
2025-12-13","Rs. 3,850,000",2015,37
"Daihatsu Mira 2024 Car
Homagama
Rs. 7,300,000
900 (km)
2025-12-13","Rs. 7,300,000",2024,37
"Nissan FB15 Sunny Super Saloon 2000 Car
Matale
Rs. 4,200,000
172000 (km)
2025-12-13","Rs. 4,200,000",2000,37
"Honda Grace Ex 2015 Car
Kurunegala
Rs. 9,600,000
134000 (km)
2025-12-13","Rs. 9,600,000",2015,37
"Toyota Corolla AE110 XE Limited 2007 Car
Kandy
Rs. 3,550,000
202000 (km)
2025-12-13","Rs. 3,550,000",2007,37
"Suzuki Wagon R Fx 2016 Car
Matugama
Rs. 6,150,000
9200 (km)
2025-12-13","Rs. 6,150,000",2016,37
"Toyota Passo 2007 Car
Kurunegala
Rs. 5,050,000
169000 (km)
2025-12-13","Rs. 5,050,000",2007,37
"Nissan Roox X Highway 2025 Car
Kadawatha
Rs. 8,400,000
2025-12-13","Rs. 8,400,000",2025,37
"Nissan Pulsar 1997 Car
Gampaha
Rs. 2,850,000
123456 (km)
2025-12-13","Rs. 2,850,000",1997,37
"Home / All Ads / Car
Displaying 1480 - 1520 of 24202 Search Results
Previous
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
...606
Next
T","Rs. 2,650",1993,38
"Home / All Ads / Car
Displaying 1480 - 1520 of 24202 Search Results
Previous
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
...606
Next
T","Rs. 2,650",1993,38
"Toyota Corona At 190 1993 Car
Bandaragama
Rs. 2,650,000
175000 (km)
2025-12-14","Rs. 2,650,000",1993,38
"Toyota Vitz 2016 Car
Nugegoda
Rs. 7,100,000
140000 (km)
2025-12-13","Rs. 7,100,000",2016,38
"Nissan Sunny 2000 Car
Gampaha
Rs. 4,300,000
180 (km)
2025-12-12","Rs. 4,300,000",2000,38
"Suzuki Baleno 2019 Car
Kottawa
Rs. 8,000,000
58000 (km)
2025-12-08","Rs. 8,000,000",2019,38
"Micro Panda 2015 Car
Moneragala
Rs. 3,200,000
128000 (km)
2025-12-13","Rs. 3,200,000",2015,38
"Mercedes-Benz W220 S-Class 2003 Car
Kiribathgoda
Rs. 8,500,000
110000 (km)
2025-12-13","Rs. 8,500,000",2003,38
"Suzuki Alto 2015 Car
Kuliyapitiya
Rs. 4,250,000
59000 (km)
2025-12-13","Rs. 4,250,000",2015,38
"Toyota Premio 2011 Car
Kurunegala
Rs. 10,500,000
132000 (km)
2025-12-13","Rs. 10,500,000",2011,38
"Suzuki Wagon R FX S Safety 2024 Car
Kadawatha
Rs. 7,550,000
2410 (km)
2025-12-13","Rs. 7,550,000",2024,38
"Suzuki Celerio 2017 Car
Tangalle
Rs. 5,000,000
193000 (km)
2025-12-13","Rs. 5,000,000",2017,38
"Nissan FB14 Ex Saloon 1996 Car
Kalutara
Rs. 2,975,000
1870000 (km)
2025-12-13","Rs. 2,975,000",1996,38
"Toyota Corolla 141 2008 Car
Gampaha
Rs. 7,300,000
178606 (km)
2025-12-13","Rs. 7,300,000",2008,38
"Perodua BEZZA 2017 Car
Nittambuwa
Rs. 5,925,000
190000 (km)
2025-12-13","Rs. 5,925,000",2017,38
"Honda FIT GP5 2013 Car
Kelaniya
Rs. 7,850,000
134000 (km)
2025-12-13","Rs. 7,850,000",2013,38
"Nissan FB15 EX Saloon 2001 Car
Bandaragama
Rs. 4,025,000
23200 (km)
2025-12-13","Rs. 4,025,000",2001,38
"Home / All Ads / Car
Displaying 1520 - 1560 of 24202 Search Results
Previous
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
...606
Next
S",,2024,39
"Home / All Ads / Car
Displaying 1520 - 1560 of 24202 Search Results
Previous
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
...606
Next
S",,2024,39
"Suzuki Wagon R FX Safety Personal Imp 2024 Car
Colombo
Rs. 6,750,000
4000 (km)
2025-12-14","Rs. 6,750,000",2024,39
"Suzuki WAGON R FX SAFETY 2024 Car
Veyangoda
Rs. 7,125,000
13400 (km)
2025-12-10","Rs. 7,125,000",2024,39
"Suzuki Wagon R Custom ZT 4-Way 2024 Car
Nittambuwa
Rs. 9,250,000
3400 (km)
2025-12-14","Rs. 9,250,000",2024,39
"Micro Panda 2012 Car
Maharagama
Rs. 2,675,000
72000 (km)
2025-12-13","Rs. 2,675,000",2012,39
"Suzuki Wagon R FZ 2018 Car
Mirigama
Rs. 6,700,000
68000 (km)
2025-12-13","Rs. 6,700,000",2018,39
"Honda FIT Gp5 S Grade 2014 Car
Battaramulla
Rs. 7,850,000
211000 (km)
2025-12-13","Rs. 7,850,000",2014,39
"Toyota Allion 240 2006 Car
Galle
Rs. 6,900,000
2025-12-13","Rs. 6,900,000",2006,39
"Toyota Carina 1998 Car
Kandy
Rs. 4,800,000
198780 (km)
2025-12-13","Rs. 4,800,000",1998,39
"Nissan B11 1983 Car
Hambantota
Rs. 885,000
2025-12-13","Rs. 885,000",1983,39
"Suzuki Maruti 2006 Car
Kandy
Rs. 1,995,000
2025-12-13","Rs. 1,995,000",2006,39
"Suzuki Wagon R ZX UPGRADE 2023 Car
Matara
Rs. 8,650,000
4000 (km)
2025-12-13","Rs. 8,650,000",2023,39
"Toyota Roomy Custom GT Turbo 2023 Car
Gampaha
Rs. 10,250,000
8500 (km)
2025-12-13","Rs. 10,250,000",2023,39
"Nissan Sunny 1999 Car
Bentota
Rs. 3,800,000
150000 (km)
2025-12-13","Rs. 3,800,000",1999,39
"Nissan FB15 1999 Car
Kuliyapitiya
Rs. 4,000,000
217000 (km)
2025-12-13","Rs. 4,000,000",1999,39
"Hyundai Eon 2015 Car
Moneragala
Rs. 4,275,000
105000 (km)
2025-12-13","Rs. 4,275,000",2015,39
"Home / All Ads / Car
Displaying 1560 - 1600 of 24202 Search Results
Previous
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
...606
Next
S","Rs. 8,450,000",2017,40
"Home / All Ads / Car
Displaying 1560 - 1600 of 24202 Search Results
Previous
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
...606
Next
S","Rs. 8,450,000",2017,40
"Suzuki Swift 2017 Car
Ragama
Rs. 8,450,000
79000 (km)
2025-12-12","Rs. 8,450,000",2017,40
"Suzuki Spacia Custom XS Turbo 2023 Car
Colombo
Rs. 9,475,000
2200 (km)
2025-12-09","Rs. 9,475,000",2023,40
"Nissan Dayz Highway Star G-Turbo Prop 2023 Car
Matara
Rs. 8,490,000
3100 (km)
2025-12-13","Rs. 8,490,000",2023,40
"Toyota Corolla Ke72 1984 Car
Kegalle
Rs. 685,000
365000 (km)
2025-12-13","Rs. 685,000",1984,40
"Mitsubishi Lancer Celeste 1979 Car
Gampaha
Rs. 1,750,000
2025-12-13","Rs. 1,750,000",1979,40
"Nissan Sunny Rz-1 1986 Car
Gampaha
Rs. 1,675,000
2025-12-13","Rs. 1,675,000",1986,40
"Honda Fit GP5 S Grade 2013 Car
Kadawatha
Rs. 7,690,000
140000 (km)
2025-12-13","Rs. 7,690,000",2013,40
"Toyota CE100 Sprinter 1991 Car
Gampaha
Rs. 2,790,000
2025-12-13","Rs. 2,790,000",1991,40
"Suzuki Alto 800 2011 Car
Anuradapura
Rs. 2,850,000
125418 (km)
2025-12-13","Rs. 2,850,000",2011,40
"Nissan Trad Sunny 1989 Car
Gampaha
Rs. 1,775,000
2025-12-13","Rs. 1,775,000",1989,40
"Mitsubishi Lancer Cb1 Sports 1995 Car
Wennappuwa
Rs. 3,180,000
156200 (km)
2025-12-13","Rs. 3,180,000",1995,40
"Suzuki Alto LXI 2015 Car
Mawanella
Rs. 3,850,000
90000 (km)
2025-12-13","Rs. 3,850,000",2015,40
"Toyota Belta 2007 Car
Kandy
Rs. 6,225,000
170000 (km)
2025-12-13","Rs. 6,225,000",2007,40
"Mitsubishi Lancer Cs1 2007 Car
Homagama
Rs. 6,450,000
170000 (km)
2025-12-13","Rs. 6,450,000",2007,40
"Chery QQ 2010 Car
Piliyandala
Rs. 1,850,000
2025-12-13","Rs. 1,850,000",2010,40
"Home / All Ads / Car
Displaying 1600 - 1640 of 24203 Search Results
Previous
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
...606
Next
T","Rs. 2,650",1993,41
"Home / All Ads / Car
Displaying 1600 - 1640 of 24203 Search Results
Previous
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
...606
Next
T","Rs. 2,650",1993,41
"Toyota Corona At 190 1993 Car
Bandaragama
Rs. 2,650,000
175000 (km)
2025-12-14","Rs. 2,650,000",1993,41
"Daihatsu MiraL GradeRear Wiper 2024 Car
Gampaha
Rs. 6,090,000
7965 (km)
2025-12-06","Rs. 6,090,000",2024,41
"Toyota Allion 240 2003 Car
Kandy
Rs. 6,850,000
250000 (km)
2025-12-12","Rs. 6,850,000",2003,41
"Suzuki WAGON R CUSTOM Z 2025 Car
Colombo
Rs. 7,750,000
2025-12-09","Rs. 7,750,000",2025,41
"Mercedes-Benz C200 2019 Car
Kandy
Rs. 23,500,000
60000 (km)
2025-12-13","Rs. 23,500,000",2019,41
"Nissan Sunny N17 2008 Car
Colombo
Rs. 4,990,000
2025-12-13","Rs. 4,990,000",2008,41
"Daihatsu Mira 2024 Car
Panadura
Rs. 6,850,000
4400 (km)
2025-12-13","Rs. 6,850,000",2024,41
"Honda FIT GP5 2014 Car
Chilaw
Rs. 7,700,000
192292 (km)
2025-12-13","Rs. 7,700,000",2014,41
"Peugeot 508 2011 Car
Colombo
Rs. 8,500,000
1400000 (km)
2025-12-13","Rs. 8,500,000",2011,41
"Toyota Passo 2008 Car
Avissawella
Rs. 4,950,000
106000 (km)
2025-12-13","Rs. 4,950,000",2008,41
"Suzuki Wagon R FZ 2018 Car
Mawanella
Rs. 6,550,000
78000 (km)
2025-12-13","Rs. 6,550,000",2018,41
"Nissan FB15 EX Saloon 2002 Car
Kegalle
Rs. 4,500,000
85000 (km)
2025-12-13","Rs. 4,500,000",2002,41
"Honda FB4 2010 Car
Malabe
Rs. 7,600,000
90000 (km)
2025-12-13","Rs. 7,600,000",2010,41
"Nissan Sunny FB14 1998 Car
Avissawella
Rs. 3,200,000
140000 (km)
2025-12-13","Rs. 3,200,000",1998,41
"Suzuki Wagon R Stingray 2015 Car
Kuliyapitiya
Rs. 5,700,000
114000 (km)
2025-12-13","Rs. 5,700,000",2015,41
"Home / All Ads / Car
Displaying 1640 - 1680 of 24205 Search Results
Previous
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
...606
Next
D",,2024,42
"Home / All Ads / Car
Displaying 1640 - 1680 of 24205 Search Results
Previous
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
...606
Next
D",,2024,42
"Toyota Prius S 2013 Car
Galle
Rs. 11,000,000
205000 (km)
2025-12-14","Rs. 11,000,000",2013,42
"Micro Panda 2012 Car
Maharagama
Rs. 2,675,000
72000 (km)
2025-12-13","Rs. 2,675,000",2012,42
"Daihatsu MiraL GradeRear Wiper 2024 Car
Gampaha
Rs. 6,090,000
7965 (km)
2025-12-06","Rs. 6,090,000",2024,42
"Honda Civic 2018 Car
Mirigama
Rs. 3,475,000
122000 (km)
2025-12-13","Rs. 3,475,000",2018,42
"Mitsubishi Lancer Wagon 1976 Car
Kurunegala
Rs. 650,000
123 (km)
2025-12-13","Rs. 650,000",1976,42
"Toyota Premio 2017 Car
Kurunegala
Rs. 15,200,000
126000 (km)
2025-12-13","Rs. 15,200,000",2017,42
"Isuzu Gemini 1988 Car
Kurunegala
Rs. 1,050,000
100000 (km)
2025-12-13","Rs. 1,050,000",1988,42
"Suzuki Spacia Custom Turbo 2016 Car
Panadura
Rs. 7,900,000
56189 (km)
2025-12-13","Rs. 7,900,000",2016,42
"Toyota Wigo G Grade 2018 Car
Kottawa
Rs. 6,900,000
80100 (km)
2025-12-13","Rs. 6,900,000",2018,42
"Suzuki Alto 2015 Car
Matara
Rs. 3,725,000
90 (km)
2025-12-13","Rs. 3,725,000",2015,42
"Nissan HB12 1988 Car
Panadura
Rs. 1,675,000
90000 (km)
2025-12-13","Rs. 1,675,000",1988,42
"Suzuki Alto K10 2015 Car
Kiribathgoda
Rs. 4,500,000
159000 (km)
2025-12-13","Rs. 4,500,000",2015,42
"Suzuki Hustler 2015 Car
Colombo
Rs. 5,550,000
95500 (km)
2025-12-13","Rs. 5,550,000",2015,42
"Toyota Axio Wxb 2018 Car
Nittambuwa
Rs. 12,990,000
99600 (km)
2025-12-13","Rs. 12,990,000",2018,42
"Honda Fit Gp1 2012 Car
Wennappuwa
Rs. 6,780,000
150000 (km)
2025-12-13","Rs. 6,780,000",2012,42
"Home / All Ads / Car
Displaying 1680 - 1720 of 24205 Search Results
Previous
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
...606
Next
T","Rs. 9,750,000",2022,43
"Home / All Ads / Car
Displaying 1680 - 1720 of 24205 Search Results
Previous
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
...606
Next
T","Rs. 9,750,000",2022,43
"Toyota Yaris G 2022 Car
Kandy
Rs. 9,750,000
24000 (km)
2025-12-06","Rs. 9,750,000",2022,43
"BMW 520d 2013 Car
Colombo
Rs. 19,000,000
145500 (km)
2025-12-09","Rs. 19,000,000",2013,43
"Suzuki Jimny XC 2024 SUV
Colombo
Rs. 9,000,000
6000 (km)
2025-12-01","Rs. 9,000,000",2024,43
"Daihatsu Mira E.S L SA 3 2025 Car
Nugegoda
Rs. 7,150,000
3000 (km)
2025-12-13","Rs. 7,150,000",2025,43
"Toyota Belta G Grade 2008 Car
Dehiwala-Mount-Lavinia
Rs. 6,650,000
147000 (km)
2025-12-13","Rs. 6,650,000",2008,43
"Dehiwala-Mount-Lavinia
Rs. 6,650,000
147000 (km)
2025-12-13","Rs. 6,650,000",2025,43
"Suzuki Wagon R 2017 Car
Mirigama
Rs. 6,275,000
107455 (km)
2025-12-13","Rs. 6,275,000",2017,43
"Toyota Vitz 2015 Car
Dehiwala-Mount-Lavinia
Rs. 6,950,000
130000 (km)
2025-12-13","Rs. 6,950,000",2015,43
"Dehiwala-Mount-Lavinia
Rs. 6,950,000
130000 (km)
2025-12-13","Rs. 6,950,000",2025,43
"Daihatsu Mira G Grade 2025 Car
Gampaha
Rs. 7,500,000
8 (km)
2025-12-13","Rs. 7,500,000",2025,43
"Daihatsu Mira G Grade 2024 Car
Gampaha
Rs. 7,425,000
9100 (km)
2025-12-13","Rs. 7,425,000",2024,43
"Mitsubishi Lancer Box 1982 Car
Kesbewa
Rs. 700,000
11111 (km)
2025-12-13","Rs. 700,000",1982,43
"Suzuki Maruti 800 2007 Car
Kuliyapitiya
Rs. 1,960,000
66000 (km)
2025-12-13","Rs. 1,960,000",2007,43
"Ford Fiesta 2012 Car
Piliyandala
Rs. 5,700,000
126999 (km)
2025-12-13","Rs. 5,700,000",2012,43
"Nissan R10 1990 Car
Divulapitiya
Rs. 2,080,000
300000 (km)
2025-12-13","Rs. 2,080,000",1990,43
"Home / All Ads / Car
Displaying 1720 - 1760 of 24205 Search Results
Previous
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
...606
Next
T","Rs. 7,100,000",2016,44
"Home / All Ads / Car
Displaying 1720 - 1760 of 24205 Search Results
Previous
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
...606
Next
T","Rs. 7,100,000",2016,44
"Toyota Vitz 2016 Car
Nugegoda
Rs. 7,100,000
140000 (km)
2025-12-13","Rs. 7,100,000",2016,44
"Honda Civic FD3 2008 Car
Kottawa
Rs. 6,790,000
301000 (km)
2025-12-12","Rs. 6,790,000",2008,44
"Daihatsu MiraL Grade 2025 Car
Gampaha
Rs. 6,390,000
3126 (km)
2025-12-05","Rs. 6,390,000",2025,44
"Suzuki Swift 2017 Car
Ragama
Rs. 8,450,000
79000 (km)
2025-12-12","Rs. 8,450,000",2017,44
"Toyota Premio G Superior 2013 Car
Boralesgamuwa
Rs. 11,750,000
160000 (km)
2025-12-13","Rs. 11,750,000",2013,44
"Boralesgamuwa
Rs. 11,750,000
160000 (km)
2025-12-13","Rs. 11,750,000",2025,44
"Toyota Vitz KSP130 2017 Car
Piliyandala
Rs. 7,900,000
63500 (km)
2025-12-13","Rs. 7,900,000",2017,44
"Mitsubishi LANCER CS2 2003 Car
Ragama
Rs. 5,300,000
260 (km)
2025-12-13","Rs. 5,300,000",2003,44
"Toyota Prius 2014 Car
Colombo
Rs. 10,800,000
133000 (km)
2025-12-13","Rs. 10,800,000",2014,44
"Micro Panda 2012 Car
Maharagama
Rs. 2,675,000
72000 (km)
2025-12-13","Rs. 2,675,000",2012,44
"Nissan HB11 1984 Car
Gampaha
Rs. 900,000
1010 (km)
2025-12-13","Rs. 900,000",1984,44
"Suzuki Spacia G Hybrid 2023 Car
Colombo
Rs. 7,250,000
11000 (km)
2025-12-13","Rs. 7,250,000",2023,44
"Nissan SUNNY 1997 Car
Homagama
Rs. 3,375,000
2025-12-13","Rs. 3,375,000",1997,44
"Honda FIT GP5 L GRADE 2014 Car
Nittambuwa
Rs. 7,800,000
159800 (km)
2025-12-13","Rs. 7,800,000",2014,44
"Toyota Allion 260 2012 Car
Kalutara
Rs. 9,850,000
111 (km)
2025-12-13","Rs. 9,850,000",2012,44
"Home / All Ads / Car
Displaying 1760 - 1800 of 24205 Search Results
Previous
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
...606
Next
T",,2016,45
"Home / All Ads / Car
Displaying 1760 - 1800 of 24205 Search Results
Previous
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
...606
Next
T",,2016,45
"Toyota PRIUS 4th Generation W50 2016 Car
Kandana
Rs. 14,200,000
122000 (km)
2025-12-12","Rs. 14,200,000",2016,45
"Suzuki Wagon R Custom Zx 2025 Car
Ambalangoda
Rs. 8,800,000
160 (km)
2025-12-14","Rs. 8,800,000",2025,45
"Honda FIT GP5 2014 Car
Boralesgamuwa
Rs. 8,200,000
58200 (km)
2025-12-10","Rs. 8,200,000",2014,45
"Suzuki Jimny XC 2024 SUV
Colombo
Rs. 9,000,000
6000 (km)
2025-12-01","Rs. 9,000,000",2024,45
"Nissan N16 2001 Car
Kadawatha
Rs. 4,500,000
150000 (km)
2025-12-13","Rs. 4,500,000",2001,45
"Suzuki Wagon R FX 2024 Car
Gampaha
Rs. 7,175,000
8761 (km)
2025-12-13","Rs. 7,175,000",2024,45
"Toyota Pixis 2016 Car
Wennappuwa
Rs. 5,725,000
52100 (km)
2025-12-13","Rs. 5,725,000",2016,45
"Suzuki Maruti 800 1998 Car
Kandy
Rs. 1,475,000
81000 (km)
2025-12-13","Rs. 1,475,000",1998,45
"Toyota Vitz Safety Edition 2017 Car
Elpitiya
Rs. 7,975,000
75800 (km)
2025-12-13","Rs. 7,975,000",2017,45
"Mitsubishi Lancer Box 1984 Car
Kurunegala
Rs. 885,000
11111 (km)
2025-12-13","Rs. 885,000",1984,45
"Micro Panda Cross 2013 Car
Malabe
Rs. 3,590,000
56000 (km)
2025-12-13","Rs. 3,590,000",2013,45
"Honda Grace 2015 Car
Kandy
Rs. 11,300,000
90000 (km)
2025-12-13","Rs. 11,300,000",2015,45
"Toyota Passo 2008 Car
Nugegoda
Rs. 4,950,000
110000 (km)
2025-12-13","Rs. 4,950,000",2008,45
"Nissan PRIMERA P12 2001 Car
Matale
Rs. 3,700,000
215000 (km)
2025-12-13","Rs. 3,700,000",2001,45
"Suzuki Maruti Zen 2003 Car
Negombo
Rs. 2,995,000
156500 (km)
2025-12-13","Rs. 2,995,000",2003,45
"Home / All Ads / Car
Displaying 1800 - 1840 of 24205 Search Results
Previous
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
...606
Next
S",Rs. 8,2025,46
"Home / All Ads / Car
Displaying 1800 - 1840 of 24205 Search Results
Previous
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
...606
Next
S",Rs. 8,2025,46
"Suzuki Wagon R Custom Zx 2025 Car
Ambalangoda
Rs. 8,800,000
160 (km)
2025-12-14","Rs. 8,800,000",2025,46
"Suzuki Jimny XC 2024 SUV
Colombo
Rs. 9,000,000
6000 (km)
2025-12-01","Rs. 9,000,000",2024,46
"Toyota Roomy 2023 Car
Katunayake
Rs. 8,275,000
60000 (km)
2025-12-06","Rs. 8,275,000",2023,46
"Suzuki Wagon R Custom Z 2025 Car
Kandana
Rs. 8,850,000
50 (km)
2025-12-12","Rs. 8,850,000",2025,46
"Honda FIT GD1 2002 Car
Homagama
Rs. 4,995,000
231000 (km)
2025-12-13","Rs. 4,995,000",2002,46
"Nissan Sunny FB15 2002 Car
Kuliyapitiya
Rs. 4,900,000
191960 (km)
2025-12-13","Rs. 4,900,000",2002,46
"Nissan MARCH K11 2001 Car
Homagama
Rs. 3,585,000
247000 (km)
2025-12-13","Rs. 3,585,000",2001,46
"Toyota Vitz 2007 Car
Kurunegala
Rs. 5,500,000
150000 (km)
2025-12-13","Rs. 5,500,000",2007,46
"Daihatsu Mira E.S L SA 3 2025 Car
Nugegoda
Rs. 7,150,000
3000 (km)
2025-12-13","Rs. 7,150,000",2025,46
"Toyota Allion 240 2003 Car
Kuliyapitiya
Rs. 7,800,000
189654 (km)
2025-12-13","Rs. 7,800,000",2003,46
"Mazda 3 2007 Car
Gampaha
Rs. 6,000,000
194000 (km)
2025-12-13","Rs. 6,000,000",2007,46
"Suzuki Swift 2007 Car
Kuliyapitiya
Rs. 5,700,000
78617 (km)
2025-12-13","Rs. 5,700,000",2007,46
"Perodua Viva Elite 2013 Car
Kaduwela
Rs. 4,150,000
170000 (km)
2025-12-13","Rs. 4,150,000",2013,46
"Mazda Axela 2007 Car
Kuliyapitiya
Rs. 5,850,000
189000 (km)
2025-12-13","Rs. 5,850,000",2007,46
"Toyota Premio 2013 Car
Eheliyagoda
Rs. 10,800,000
153000 (km)
2025-12-13","Rs. 10,800,000",2013,46
"Home / All Ads / Car
Displaying 1840 - 1880 of 24205 Search Results
Previous
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
...606
Next
T","Rs. 7,900,000",2018,47
"Home / All Ads / Car
Displaying 1840 - 1880 of 24205 Search Results
Previous
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
...606
Next
T","Rs. 7,900,000",2018,47
"Toyota Vitz 2018 Car
Kurunegala
Rs. 7,900,000
110000 (km)
2025-12-08","Rs. 7,900,000",2018,47
"Suzuki Wagon R Stingray 2015 Car
Bentota
Rs. 5,950,000
194000 (km)
2025-12-10","Rs. 5,950,000",2015,47
"Suzuki Wagon R Custom ZX Upgrade 2025 Car
Wattala
Rs. 8,975,000
293 (km)
2025-12-06","Rs. 8,975,000",2025,47
"Toyota Vitz 2016 Car
Homagama
Rs. 7,200,000
87400 (km)
2025-12-13","Rs. 7,200,000",2016,47
"Suzuki Celerio 2016 Car
Panadura
Rs. 5,000,001
121 (km)
2025-12-13","Rs. 5,000,001",2016,47
"Suzuki Alto K10 2015 Car
Kuliyapitiya
Rs. 4,550,000
116580 (km)
2025-12-13","Rs. 4,550,000",2015,47
"Suzuki Wagon R FX 2017 Car
Nittambuwa
Rs. 5,890,000
103000 (km)
2025-12-13","Rs. 5,890,000",2017,47
"Toyota Corolla NZE121 Dickey Light 2003 Car
Kiribathgoda
Rs. 5,650,000
235000 (km)
2025-12-13","Rs. 5,650,000",2003,47
"Suzuki ALTO 2017 Car
Malabe
Rs. 3,970,000
97120 (km)
2025-12-13","Rs. 3,970,000",2017,47
"Honda N Wgn 2023 Car
Kuliyapitiya
Rs. 7,650,000
16800 (km)
2025-12-13","Rs. 7,650,000",2023,47
"Suzuki Wagon R Stingray 2014 Car
Matugama
Rs. 5,600,000
123000 (km)
2025-12-13","Rs. 5,600,000",2014,47
"Nissan EX Saloon N17 2007 Car
Galle
Rs. 5,450,000
228000 (km)
2025-12-13","Rs. 5,450,000",2007,47
"Toyota Starlet 1996 Car
Gampaha
Rs. 3,100,000
267115 (km)
2025-12-13","Rs. 3,100,000",1996,47
"Mitsubishi Minica 1999 Car
Anuradapura
Rs. 2,700,000
280000 (km)
2025-12-13","Rs. 2,700,000",1999,47
"Toyota Vitz RS 2008 Car
Katunayake
Rs. 6,390,000
95500 (km)
2025-12-13",RS 2008,2008,47
"Home / All Ads / Car
Displaying 1880 - 1920 of 24205 Search Results
Previous
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
...606
Next
T","Rs. 10,600,000",1920,48
