Make,Model,YOM,Price,Mileage,Engine CC,Fuel Type,URL
honda,N/A,2018,N/A,N/A,110,N/A,https://riyasewana.com/buy/honda-navi-sale-matara-10893458
honda,N/A,2018,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsHonda CRV 2018 SUV (Used)Posted by Nimantha Prasad on 2025-12-14 2:10 pm Dambulla< BackContact071 733 6065Price 17000000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeHondaModelCRVYOM2018Mileage (km)85000GearAutomaticFuel TypePetrolOptionsAIR CONDITION POWER STEERING POWER MIRROR POWER WINDOWEngine (cc)1500Detailsonda CRVManufacture year - 2018Registered year - 2018Mileage - 85000KMExterior - REDOptions - Full option modelSeats - 7 seatersunroof moonroofblack leather interiorelectric sheetmemory sheetmultifunctionvehicle stability assistCruise control8 AirbagsECO modeTraction controlPower bootservice records available Stafford maintainedAdditional info:Original factory floor carpets.Original factory door visors.All 4 new tires (All tires 6 months old).Wheel alignment done.Rat Mesh Guard Installed Both Front And Rear.Recently Done Full Service With Total Flush And Replacement Of Transmission & Brake Fluid.Tinted Windows & Front Windscreen UV Rejection Film Applied.Nothing To DoJust Buy And RidePrice - 17.0 million (Slightly negotiable only after inspection)Only genuine buyers welcome7 Views⚠Report a Problem☆Save Ad to FavoriteHonda SUVs in Sri LankaHonda CRV SUVs in Sri LankaHonda CRV 2018 SUVs in Sri LankaHonda CRV SUVs in Dambulla Sri LankaPlayadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/honda-crv-sale-dambulla-10893467
audi,N/A,2012,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsAudi A4 1 Owner 2012 Car (Used)Posted by Amarasinghe on 2025-12-14 1:27 pm Colombo< BackContact077 849 9005Price 11275000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeAudiModelA4 1 OwnerYOM2012Mileage (km)60000GearAutomaticFuel TypePetrolOptionsAIR CONDITION POWER STEERING POWER MIRROR POWER WINDOWEngine (cc)1800DetailsAudi A4 B8 1.8TFSI“ONE OF THE LOWEST MILEAGE AUDI A4 IN THE ISLAND”2011 End Imported through Agent(Senok Automobiles) and Registered on 2012.1ST Owner Vehicle.Single Owner had been used for past 13 Years.60000KMS (37000MILES) done Only.All proofs are available to verify the mileage.Maintenance are done by Senok Automobiles(Agent) and german specialists.•1.8TFSI Engine•Automatic Transmission with Sport Mode•Paddle Shifters•Electric seats for Driving and Passenger Side•3 Driving Modes (Dynamic/comfort/Sport)•Dual Climate Control•Rear AC Vents•Audi Symphony Surround system•Rear Side Privacy Curtains•Dual Exhaust•Black Edition Grill•Daytime Running Lamps•Factory Alloys with New Continental Tyres& Many More options.All the Service History from Day one to nowEmission Test ReportsInsurance Copies from 2012 are available to verify the mileageAll 3 Keys including manual KeyUntouched Spare Wheeloriginal Floor MatsUntouched First Aid KitOwners Manual and Audi Catalogues with pouch are available with the vehicle.Only had been pumped 95 octane and fully synthetic oil from day one to now.All the repairs and services are completed recently spending around 400000/=.Not single engine oil leak or Coolant Leaks present.Accident Free.(Not a single structural damage)It does around 10-11km/l in city and 14-16km/l in highways.Expecting Price is 11300000/=.Price is slightly negotiable after inspection.Reasonable offers are welcome after inspection.Serious Inquiries Only.46 Views⚠Report a Problem☆Save Ad to FavoriteAudi Cars in Sri LankaAudi A4 1 Owner Cars in Sri LankaAudi A4 1 Owner 2012 Cars in Sri LankaAudi A4 1 Owner Cars in Colombo Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/audi-a4-1-sale-colombo-10893266
daihatsu,N/A,2025,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsDaihatsu Mira X Limited 2025 Car (Used)Posted by Chamin on 2025-12-14 2:13 pm Kadawatha< BackContact072 379 3680Price 7050000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeDaihatsuModelMira X LimitedYOM2025Mileage (km)2000GearAutomaticFuel TypePetrolOptionsAIR CONDITION POWER STEERING POWER MIRROR POWER WINDOWEngine (cc)660DetailsDaihatsu MIRAX limited2025 march2229kmsAuction Grade 6Interior grade - AExterior grade - ALED head lightsReverse CameraPower Shutters03 Year/ 100000kms Warranty03 labour free services16 Views⚠Report a Problem☆Save Ad to FavoriteDaihatsu Cars in Sri LankaDaihatsu Mira X Limited Cars in Sri LankaDaihatsu Mira X Limited 2025 Cars in Sri LankaDaihatsu Mira X Limited Cars in Kadawatha Sri LankaPlayadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/daihatsu-mira-x-sale-kadawatha-10893480
honda,N/A,2013,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsHonda INSIGHT ZE3 2013 Car (Used)Posted by Shiraz on 2025-12-14 1:37 pm Colombo< BackContact077 511 2442Price 7675000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeHondaModelINSIGHT ZE3YOM2013Mileage (km)120000GearAutomaticFuel TypeHybridOptionsAIR CONDITION POWER STEERING POWER MIRROR POWER WINDOWEngine (cc)1500DetailsHONDA INSIGHT ZE32013 MANUFACTURER1st OWNER120000 km COMPANY MAINTAINED1500 ccPADDLE SHIFTMULTI FUNCTIONTEAK PANALNEW TYRESALLOY WHEELANDROID SETUPAND MORE OPTIONS0775112442077395693745 Views⚠Report a Problem☆Save Ad to FavoriteHonda Cars in Sri LankaHonda INSIGHT ZE3 Cars in Sri LankaHonda INSIGHT ZE3 2013 Cars in Sri LankaHonda INSIGHT ZE3 Cars in Colombo Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/honda-insight-ze3-sale-colombo-10893308
nissan,N/A,1997,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsNissan March K11 1997 Car (Used)Posted by Mervin on 2025-12-14 2:10 pm Dehiwala-Mount-Lavinia< BackContact071 325 1985Price 550000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeNissanModelMarch K11YOM1997Mileage (km)89000GearAutomaticFuel TypePetrolOptionsAIR CONDITION POWER STEERING POWER MIRROR POWER WINDOWEngine (cc)1000DetailsNissan March K1102 DoorAuto GearAlloy wheelsBeat Silencergood conditionRatmalana2285000/- Full priceNo finance at the momentFinance can arrange up to 1700000/-0️⃣7️⃣1️⃣3️⃣2️⃣5️⃣1️⃣9️⃣8️⃣5️⃣https://www.facebook.com/share/r/1AFCrpvW2S/36 Views⚠Report a Problem☆Save Ad to FavoriteNissan Cars in Sri LankaNissan March K11 Cars in Sri LankaNissan March K11 1997 Cars in Sri LankaNissan March K11 Cars in Dehiwala-Mount-Lavinia Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/nissan-march-k11-sale-dehiwala-mount-lavinia-10893468
toyota,N/A,2025,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsToyota Roomy Custom GT 2025 Car Unregistered (Recondition)Posted by Niyazi on 2025-12-14 2:09 pm Colombo< BackContact077 781 2053Price 11900000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeToyotaModelRoomy Custom GTYOM2025Mileage (km)0GearAutomaticFuel TypePetrolOptionsAIR CONDITION POWER STEERING POWER MIRROR POWER WINDOWEngine (cc)1000Details🏎️TOYOTA ROOMY GT CUSTOM TURBOUNREGISTERED🏎️2025🏎️PEARL WHITE TWO TONE BLACKTOP🏎️(00) MILEAGE UNIT🏎️SAFETY EDITION AUTO BREAK🏎️FOUR-WAY CAMERA🏎️CHARGING PORTS🏎️USB PORTS🏎️CARPETS🏎️DOOR VISORS🏎️BRAKE HOLD🏎️HAND BRAKE SWITCH🏎️HIGHEST GRADE🏎️CORNER SENSORS🏎️TWO TONE SEATS🏎️FULL OPTIONS🏎️DUAL MULTI FUNCTION🏎️SIDE CURTAINS🏎️REAR CURTAINS🏎️CRUISE CONTROL🏎️DUAL SIDE POWER DOOR🏎️SEAT HEATERS🏎️LAND DEPATURES🏎️AUTO LED LIGHTS🏎️FOG LIGHT🏎️IDLING STOP🏎️TOUCH AC🏎️REAR WIPER🏎️ORIGINAL ALLOYS🏎️WINKER MIRROR📞0777812053📞0777816943VISIT US ATNO-24 S DE S JAYASINGHE MAWATHA KALUBOWILA DEHIWALACOLOMBOLOCATIONTIP TOP TRADERS https://g.co/kgs/yM389PGet yours now with us!13 Views⚠Report a Problem☆Save Ad to FavoriteToyota Cars in Sri LankaToyota Roomy Custom GT Cars in Sri LankaToyota Roomy Custom GT 2025 Cars in Sri LankaToyota Roomy Custom GT Cars in Colombo Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/toyota-roomy-custom-sale-colombo-10893464
hyundai,N/A,2024,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsHyundai Grand I10 2024 Car (Used)Posted by Owner on 2025-12-14 1:33 pm Colombo< BackContact070 699 5355Price 7900000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeHyundaiModelGrand I10YOM2024Mileage (km)5500GearAutomaticFuel TypePetrolOptionsAIR CONDITIONPOWER STEERINGPOWER MIRRORPOWER WINDOWEngine (cc)1200DetailsBrand new car with Abans warrantyTwo more free services availableBrand new price Rs 8.9Mn.1200cc 4 cylinder engine.Very economical.Full optionDual multi functionPush startDaytime running lightsAuto lightsCruise controlApple CarPlay and android.Retractable power mirrorRear AC ventsLeather and fabric mix interiorRed lines.Diamond cut alloy wheelsTwo smart keys available3M tint done for entire car.34 Views⚠Report a Problem☆Save Ad to FavoriteHyundai Cars in Sri LankaHyundai Grand I10 Cars in Sri LankaHyundai Grand I10 2024 Cars in Sri LankaHyundai Grand I10 Cars in Colombo Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/hyundai-grand-i10-sale-colombo-10893290
tvs,N/A,2019,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsTVS Apache RTR 160 2v 2019 Motorbike (Used)Posted by Swaagath on 2025-12-14 2:07 pm Colombo< BackContact078 648 0916Price 140000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.2146 සිට ලීසිං පහසුකම්.MakeTVSModelApache RTR 160 2vYOM2019Mileage (km)32000Engine (cc)160Start TypeKick / ElectricDetails🏍️ TVS APACHE RTR 160 2V 🇮🇳⭕️ 2nd Owner⭕️ Number- BIK- XXXX⭕️ 2019 Manufactured / 2019 Registered.⭕️ All Documents Clear 💸⭕️ Original Key 🔑⭕️ Low Mileage.⭕️ Brand New Tyres⭕️ Smooth Engine 💯 🧀⭕️ All MetersLights and Sensors are Working👌💥 FULL MECHANICAL SERVICE DONE ✅️..⚡ license insurance updated📍 Location - MattakkuliyaVia WhatsApp👇🏼https://wa.me/94786480916☎️ For More Details 0️⃣7️⃣8️⃣6️⃣4️⃣8️⃣0️⃣9️⃣1️⃣6️⃣13 Views⚠Report a Problem☆Save Ad to FavoriteTVS Motorbikes in Sri LankaTVS Apache RTR 160 2v Motorbikes in Sri LankaTVS Apache RTR 160 2v 2019 Motorbikes in Sri LankaTVS Apache RTR 160 2v Motorbikes in Colombo Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,160,N/A,https://riyasewana.com/buy/tvs-apache-rtr-sale-colombo-10893451
honda,N/A,2018,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsHonda VEZEL RS SENSING LED 2018 SUV (Used)Posted by DEVANGI on 2025-12-14 2:12 pm Colombo< BackContact074 297 6890Price 12750000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeHondaModelVEZEL RS SENSING LEDYOM2018Mileage (km)89000GearAutomaticFuel TypeHybridOptionsAIR CONDITION POWER STEERING POWER MIRROR POWER WINDOWEngine (cc)1490Details☘️ HONDA VEZEL RS SENSING LED☘️ CBD-XXXX☘️ 1ST OWNER☘️ ORIGINAL PAINT 💯☘️ LOW MILLAGE 88000KM☘️ COMPANY MAINTAIN7 Views⚠Report a Problem☆Save Ad to FavoriteHonda SUVs in Sri LankaHonda VEZEL RS SENSING LED SUVs in Sri LankaHonda VEZEL RS SENSING LED 2018 SUVs in Sri LankaHonda VEZEL RS SENSING LED SUVs in Colombo Sri LankaPlayadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/honda-vezel-rs-sale-colombo-10893476
nissan,N/A,1992,N/A,N/A,N/A,N/A,https://riyasewana.com/buy/nissan-fb-13-sale-kurunegala-10893456
suzuki,N/A,2016,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsSuzuki Alto Japan 2016 Car (Used)Posted by Sineth Samarathunga on 2025-12-14 2:06 pm Kandy< BackContact077 612 3413Price 5250000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeSuzukiModelAlto JapanYOM2016Mileage (km)76000GearAutomaticFuel TypePetrolOptionsAIR CONDITIONPOWER STEERINGPOWER WINDOWEngine (cc)650DetailsSuzuki Alto1st ownerYOM 2016YOR 201876000kmsGenuine mileageAll records availableOriginal paintRunning 100%17 Views⚠Report a Problem☆Save Ad to FavoriteSuzuki Cars in Sri LankaSuzuki Alto Japan Cars in Sri LankaSuzuki Alto Japan 2016 Cars in Sri LankaSuzuki Alto Japan Cars in Kandy Sri LankaPlayadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/suzuki-alto-japan-sale-kandy-10893449
toyota,N/A,2013,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsPremium AdToyota Prius S 2013 Car (Used)Posted by Lasitha Gunawardena on 2025-12-14 8:42 am Galle< BackContact071 683 4300Price 11000000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeToyotaModelPrius SYOM2013Mileage (km)205000GearAutomaticFuel TypeHybridOptionsAIR CONDITION POWER STEERING POWER MIRROR POWER WINDOWEngine (cc)1800DetailsThis car is registered in Japan 2014 and imported to Sri Lanka in same year.First owner.Serviced by Toyota Lanka for 11 Years. New genuine Toyota Battery installed in July 2023.92 Views⚠Report a Problem☆Save Ad to FavoriteToyota Cars in Sri LankaToyota Prius S Cars in Sri LankaToyota Prius S 2013 Cars in Sri LankaToyota Prius S Cars in Galle Sri LankaPlayadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/toyota-prius-s-sale-galle-10891198
toyota,N/A,2012,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsToyota Prius S Touring 2012 Car (Used)Posted by Ruwinda on 2025-12-14 1:28 pm Wennappuwa< BackContact077 277 6188Price 8950000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeToyotaModelPrius S TouringYOM2012Mileage (km)180000GearAutomaticFuel TypeHybridOptionsAIR CONDITION POWER STEERING POWER MIRROR POWER WINDOWEngine (cc)1800DetailsS Touring17inch Alloy wheelCruise ControlHead Light washerScoop LightLow profile tyreBattery replaced 6 months before103 Views⚠Report a Problem☆Save Ad to FavoriteToyota Cars in Sri LankaToyota Prius S Touring Cars in Sri LankaToyota Prius S Touring 2012 Cars in Sri LankaToyota Prius S Touring Cars in Wennappuwa Sri LankaPlayadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/toyota-prius-s-sale-wennappuwa-10893271
honda,N/A,2016,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsHonda Grace EX 2016 Car (Used)Posted by Manoj Nishantha on 2025-12-14 1:31 pm Battaramulla< BackContact077 386 0435Price 9600000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeHondaModelGrace EXYOM2016Mileage (km)146000GearAutomaticFuel TypeHybridOptionsAIR CONDITIONPOWER STEERINGPOWER MIRRORPOWER WINDOWEngine (cc)1500Details✅Ownership: 2nd owner✅YOR:2017✅YOM:2016 November✅Made in Japan✅A-Z service records ( Stafford company maintenance)✅genuine mileage✅original two keys✅original kenwood sound system with 8 speakersEX- The top tier adding comforttech and safetyBoasts premium touches like leather and safetyPrice is negotiable☑️Push Start – No keys no stressHeated Seats - For more comfort when necessaryPaddle Shifters – Total control sporty feelDual Multi-Function Steering – Control everything without lifting a handCruise Control – Relax mode on highwaysAuto Brake Assist – Brakes smarter saferAuto Headlights + Scoop Lights – Day or night you’re sorted⁠Auto Power Mirrors – Folds in adjusts when reversing⁠Exclusive Honda Alloy Wheels – Only found on this trim!⁠Automatic Emergency Braking – Extra safety layer⁠8 Airbags – Full protection for you & passengers⁠Dual Zone Climate Control – Set your temp let others set theirsFog Lamps – Better vision in bad weatherHalf Leather Seats – Clean comfy classyRetractable Winker Mirrors + Auto Fold – Parking made smoothRear Wiper – Clear view in the rainReverse Camera – Park with confidenceHybrid Fuel Economy – Your wallet will thank you.Price is negotiable after inspection.….22 Views⚠Report a Problem☆Save Ad to FavoriteHonda Cars in Sri LankaHonda Grace EX Cars in Sri LankaHonda Grace EX 2016 Cars in Sri LankaHonda Grace EX Cars in Battaramulla Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/honda-grace-ex-sale-battaramulla-10893283
suzuki,N/A,2015,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsSuzuki Alto K10 2015 Car (Used)Posted by Dhanuka on 2025-12-14 2:12 pm Ratnapura< BackContact077 775 5427Price 4190000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeSuzukiModelAlto K10YOM2015Mileage (km)117350GearManualFuel TypePetrolOptionsAIR CONDITIONPOWER STEERINGPOWER WINDOWEngine (cc)1000Details2015/2015117500 KMPrevious One OwnerA-Z Emissions Reports AvailableOriginal Paint💯 Accident FreeAll Records Available service3.1M LKR Leasing Facility can Be ArrangeExpecting  price NegotiableSeen @ Godakawela077775542717 Views⚠Report a Problem☆Save Ad to FavoriteSuzuki Cars in Sri LankaSuzuki Alto K10 Cars in Sri LankaSuzuki Alto K10 2015 Cars in Sri LankaSuzuki Alto K10 Cars in Ratnapura Sri LankaPlayadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/suzuki-k10-sale-ratnapura-10893475
toyota,N/A,1999,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsToyota Sprinter XE Vintage 1999 Car (Used)Posted by Sandaruwan Wijesooriya on 2025-12-14 1:28 pm Kurunegala< BackContact077 059 0511Price 3750000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeToyotaModelSprinter XE VintageYOM1999Mileage (km)188000GearAutomaticFuel TypePetrolOptionsAIR CONDITION POWER STEERING POWER MIRROR POWER WINDOWEngine (cc)1330DetailsManufacture 1999Registerd  2002Full options Auto1300cc148000kmCristal lightRevese camaraAllwellNew batteryAccident freePrice negotiable after the inspectionKurunegala45 Views⚠Report a Problem☆Save Ad to FavoriteToyota Cars in Sri LankaToyota Sprinter XE Vintage Cars in Sri LankaToyota Sprinter XE Vintage 1999 Cars in Sri LankaToyota Sprinter XE Vintage Cars in Kurunegala Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/toyota-sprinter-xe-sale-kurunegala-10893270
tata,N/A,2004,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsTata Indica 2004 Car (Used)Posted by Achintha Jayatilake on 2025-12-14 2:12 pm Malabe< BackContact075 044 9969Price 1800000(Ongoing Lease)Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeTataModelIndicaYOM2004Mileage (km)1150000GearManualFuel TypePetrolOptionsAIR CONDITION POWER STEERINGEngine (cc)1400DetailsIn Mint ConditionHave to replace the radiation fan and some small interior workFull payment - 1800000/-OrContinuing with Finance 800000/- hand and 29000×34months11 Views⚠Report a Problem☆Save Ad to FavoriteTata Cars in Sri LankaTata Indica Cars in Sri LankaTata Indica 2004 Cars in Sri LankaTata Indica Cars in Malabe Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/tata-indica-sale-malabe-10893478
suzuki,N/A,2018,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsSuzuki Wagon R Stingray 2018 Car (Used)Posted by Thushan S on 2025-12-14 1:24 pm Kalutara< BackContact070 303 2089Price 6400000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeSuzukiModelWagon R StingrayYOM2018Mileage (km)62220GearAutomaticFuel TypePetrolOptionsAIR CONDITION POWER STEERING POWER MIRROR POWER WINDOWEngine (cc)650DetailsSUSUKI WAGON R STINGRAY(2017/2018)Multifunction steering wheelSeat heatersCenter lockRemote keySecurity systemAC  100%Running  100%Paint  100%Engine  100%ABS / Air bag modelOriginal DocumentsAndroid playerFRIST OwnerJust Buy & Run* Call +94 70 3032082* Location -kaluthara* Price 6 00 000 LKR ( negotible)Full option AutoMint Condition 100 %12 ward Battery (new)price for cash 62/=263 Views⚠Report a Problem☆Save Ad to FavoriteSuzuki Cars in Sri LankaSuzuki Wagon R Stingray Cars in Sri LankaSuzuki Wagon R Stingray 2018 Cars in Sri LankaSuzuki Wagon R Stingray Cars in Kalutara Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/suzuki-wagon-r-sale-kalutara-10893243
toyota,N/A,2025,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsToyota Riaze Z Grade 2025 Car (Used)Posted by Pinsara Enterprises on 2025-12-14 1:39 pm Boralesgamuwa< BackContact077 419 9999Price 13400000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeToyotaModelRiaze Z GradeYOM2025Mileage (km)-GearAutomaticFuel TypePetrolOptionsAIR CONDITIONPOWER STEERINGPOWER MIRRORPOWER WINDOWEngine (cc)1000Details2025 Toyota Raize Z GradePetrol1000CCFull optionAuto4Way CameraDual Safety Parking SensorsLane AssitTraction controlIdle StopBrand newPinsara EnterprisesKatuwawalaBorelasgamuwa28 Views⚠Report a Problem☆Save Ad to FavoriteToyota Cars in Sri LankaToyota Riaze Z Grade Cars in Sri LankaToyota Riaze Z Grade 2025 Cars in Sri LankaToyota Riaze Z Grade Cars in Boralesgamuwa Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/toyota-riaze-z-sale-boralesgamuwa-10893318
