Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,YOM,No of vehicle,Model_Code,Clean_Name
CAR,JETOUR,X70 PLUS,CHINA,PETROL,1498.0,TRINCOMALEE,BRAND NEW,2025.0,1,,X70 PLUS
MOTOR CYCLE,LIMA,EL07,CHINA,ELECTRIC,1.5,COLOMBO,BRAND NEW,2025.0,2,,EL07
CAR,LAND ROVER,RANGE ROVER EVOQUE,UNITED KINGDOM,PETROL/ELE,1500.0,BADULLA,BRAND NEW,2025.0,1,,RANGE ROVER EVOQUE
MOTOR CYCLE,HERO,HF-DELUXE,INDIA,PETROL,97.2,MONERAGALA,BRAND NEW,2025.0,5,HF-DELUXE,Unknown
MOTOR CYCLE,HONDA,DIO STD,INDIA,PETROL,110.0,PUTTALAM,BRAND NEW,2025.0,1,,DIO STD
MOTOR CYCLE,YADEA,EPOC H,CHINA,ELECTRIC,2.0,GAMPAHA,BRAND NEW,2025.0,3,,EPOC H
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,TRINCOMALEE,BRAND NEW,2025.0,1,,CT 100 ES
CAR,MITSUBISHI,NC1WXRPGRV1,INDONESIA,PETROL,1499.0,GALLE,BRAND NEW,2025.0,1,,NC1WXRPGRV1
LAND VEHICLE,YANMAR,YM358R,THAILAND,DIESEL,3319.0,BADULLA,BRAND NEW,2025.0,1,,YM358R
MOTOR CYCLE,LUYUAN,MYT,CHINA,ELECTRIC,0.8,VAVUNIYA,BRAND NEW,2025.0,1,,MYT
MOTOR LORRY (COMMERCIAL),TATA,LPT-1615,INDIA,DIESEL,5883.0,KURUNEGALA,BRAND NEW,2025.0,2,LPT-1615,Unknown
MOTOR LORRY (COMMERCIAL),ISUZU,NMR85U-HH5AY,JAPAN,DIESEL,2999.0,KURUNEGALA,BRAND NEW,2025.0,2,,NMR85U-HH5AY
CAR,TOYOTA,WIGO A350RA GBNE,INDONESIA,PETROL,998.0,NUWARA-ELIYA,BRAND NEW,2025.0,1,,WIGO A350RA GBNE
COMMERCIAL,LANKA ASHOK LEYLAND,VIKING,INDIA,DIESEL,6014.0,MONERAGALA,BRAND NEW,2025.0,1,,VIKING
CAR,NISSAN,MAGNITE ACENTA BR10,INDIA,PETROL,999.0,KEGALLE,BRAND NEW,2025.0,2,,MAGNITE ACENTA BR10
MOTOR CYCLE,YADEA,EPOC H,CHINA,ELECTRIC,2.0,MONERAGALA,BRAND NEW,2025.0,1,,EPOC H
MOTOR CYCLE,HERO,HUNK 160,INDIA,PETROL,163.14,VAVUNIYA,BRAND NEW,2025.0,1,,HUNK 160
LAND VEHICLE,SONALIKA,D150RX-2WD,INDIA,DIESEL,2893.0,AMPARA,BRAND NEW,2024.0,1,,D150RX-2WD
MOTOR CYCLE,AIMA,LIBERTY,CHINA,ELECTRIC,1.2,VAVUNIYA,BRAND NEW,2025.0,1,,LIBERTY
MOTOR CYCLE,AIMA,BREEZY,CHINA,ELECTRIC,0.8,PUTTALAM,BRAND NEW,2025.0,2,,BREEZY
MOTOR LORRY (COMMERCIAL),ISUZU,NMR85U-EH5AY,JAPAN,DIESEL,2999.0,KALUTARA,BRAND NEW,2025.0,1,,NMR85U-EH5AY
CAR,PERODUA,BEZZA,MALAYSIA,PETROL,998.0,HAMBANTOTA,BRAND NEW,2025.0,1,,BEZZA
LAND VEHICLE,MAHINDRA,YUVO TECH PLUS 575DI,INDIA,DIESEL,2979.0,GAMPAHA,BRAND NEW,2025.0,1,,YUVO TECH PLUS 575DI
CAR,TOYOTA,F800RE-GQGF RUSH,INDONESIA,PETROL,1496.0,GAMPAHA,BRAND NEW,2025.0,2,,F800RE-GQGF RUSH
COMMERCIAL,TOYOTA,HIACE-GDH301R-GDTDY,JAPAN,DIESEL,2755.0,BATTICALOA,BRAND NEW,2025.0,1,HIACE-GDH301R-GDTDY,Unknown
MOTOR CYCLE,SUZUKI,BURGMAN STREET,INDIA,PETROL,125.0,KANDY,BRAND NEW,2025.0,2,,BURGMAN STREET
MOTOR CYCLE,OKINAWA,PRAISE,INDIA,ELECTRIC,1.0,KURUNEGALA,BRAND NEW,2018.0,1,,PRAISE
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,HAMBANTOTA,BRAND NEW,2024.0,1,,45DI
MOTOR LORRY (COMMERCIAL),JAC,HFC1045E4,CHINA,DIESEL,2746.0,GAMPAHA,BRAND NEW,2025.0,1,,HFC1045E4
MOTOR CYCLE,RIKODA,YSY,CHINA,ELECTRIC,0.8,ANURADHAPURA,BRAND NEW,2022.0,1,,YSY
MOTOR CYCLE,OYFLY,TDM-LTW,CHINA,ELECTRIC,2.0,GAMPAHA,BRAND NEW,2025.0,1,TDM-LTW,Unknown
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2700.0,TRINCOMALEE,BRAND NEW,2024.0,1,,45DI
LAND VEHICLE,E KUBOTA,EK3-471,INDIA,DIESEL,2761.0,MONERAGALA,BRAND NEW,2025.0,2,EK3-471,4WD
LAND VEHICLE,TAFE,7250.DI,INDIA,DIESEL,2500.0,PUTTALAM,BRAND NEW,2025.0,1,,7250.DI
LAND VEHICLE,TAFE,7250.DI,INDIA,DIESEL,2500.0,ANURADHAPURA,BRAND NEW,2025.0,1,,7250.DI
LAND VEHICLE,MAHINDRA,YUVO TECH PLUS 575DI,INDIA,DIESEL,2979.0,MULLATIVU,BRAND NEW,2025.0,1,,YUVO TECH PLUS 575DI
MOTOR CYCLE,REVOLT,RV 1,INDIA,ELECTRIC,1.8,KURUNEGALA,BRAND NEW,2025.0,1,,RV 1
LAND VEHICLE,LOVOL,P504-3,CHINA,DIESEL,2189.0,TRINCOMALEE,BRAND NEW,202.0,1,P504-3,Unknown
MOTOR CYCLE,LUYUAN ALFA,MKK-Z23E-12-C,CHINA,ELECTRIC,1.2,JAFFNA,BRAND NEW,2025.0,1,MKK-Z23E-12-C,Unknown
PRIMER MOVER,LANKA ASHOK LEYLAND,U4019,INDIA,DIESEL,5759.0,RATNAPURA,BRAND NEW,2025.0,1,,U4019
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,VAVUNIYA,BRAND NEW-L/ASSEMBLE,2025.0,2,,GN125
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,NUWARA-ELIYA,BRAND NEW-L/ASSEMBLE,2025.0,4,,GN125
MOTOR CYCLE,TVS,TVS XL 100,SRI LANKA,PETROL,99.7,HAMBANTOTA,BRAND NEW-L/ASSEMBLE,2025.0,206,,TVS XL 100
MOTOR CYCLE,TVS,TVS XL 100,SRI LANKA,PETROL,99.7,BADULLA,BRAND NEW-L/ASSEMBLE,2025.0,7,,TVS XL 100
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,JAFFNA,BRAND NEW-L/ASSEMBLE,2025.0,65,,CT 100 ES
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,PUTTALAM,BRAND NEW-L/ASSEMBLE,2025.0,79,,DISCOVER 125
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,MANNAR,BRAND NEW-L/ASSEMBLE,2025.0,29,,CT 100 ES
MOTOR CYCLE,TVS,TVS XL 100,SRI LANKA,PETROL,99.7,KANDY,BRAND NEW-L/ASSEMBLE,2025.0,14,,TVS XL 100
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,GALLE,BRAND NEW-L/ASSEMBLE,2025.0,10,,GN125
SINGLE CAB,LANKA ASHOK LEYLAND,DOST,SRI LANKA,DIESEL,1478.0,MONERAGALA,BRAND NEW-L/ASSEMBLE,2025.0,1,,DOST
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,JAFFNA,BRAND NEW-L/ASSEMBLE,2025.0,31,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,MONERAGALA,BRAND NEW-L/ASSEMBLE,2025.0,35,,PULSAR N160
DUAL PURPOSE (COMMERCIAL),JAC,HFC1037D3,SRI LANKA,DIESEL,1999.0,MATALE,BRAND NEW-L/ASSEMBLE,2025.0,1,,HFC1037D3
MOTOR LORRY (COMMERCIAL),LANKA ASHOK LEYLAND,E COMET 1212,SRI LANKA,DIESEL,3839.0,COLOMBO,BRAND NEW-L/ASSEMBLE,2025.0,3,,E COMET 1212
MOTOR LORRY (COMMERCIAL),LANKA ASHOK LEYLAND,E COMET 1212.,SRI LANKA,DIESEL,3839.0,COLOMBO,BRAND NEW-L/ASSEMBLE,2025.0,1,,E COMET 1212.
MOTOR CYCLE,TVS,TVS XL 100,SRI LANKA,PETROL,99.7,KALUTARA,BRAND NEW-L/ASSEMBLE,2025.0,15,,TVS XL 100
MOTOR CYCLE,SENARO,CLICK 150,SRI LANKA,PETROL,150.0,KANDY,BRAND NEW-L/ASSEMBLE,2025.0,4,,CLICK 150
MOTOR CYCLE,BAJAJ,PULSAR N 160,SRI LANKA,PETROL,164.32,KEGALLE,BRAND NEW-L/ASSEMBLE,2025.0,1,,PULSAR N 160
MOTOR LORRY (COMMERCIAL),LANKA ASHOK LEYLAND,TAURUS 2518,SRI LANKA,DIESEL,5759.0,AMPARA,BRAND NEW-L/ASSEMBLE,2025.0,1,,TAURUS 2518
DUAL PURPOSE (COMMERCIAL),J M C,VIGUS PRO,SRI LANKA,DIESEL,1998.0,GALLE,BRAND NEW-L/ASSEMBLE,2025.0,1,,VIGUS PRO
MOTOR CYCLE,TVS,NTORQ 125,SRI LANKA,PETROL,124.8,GALLE,BRAND NEW-L/ASSEMBLE,2025.0,2,,NTORQ 125
SINGLE CAB,TATA,ACE HT2,SRI LANKA,DIESEL,702.0,PUTTALAM,BRAND NEW-L/ASSEMBLE,2025.0,1,,ACE HT2
CAR,G.W.M.,JOLION,SRI LANKA,PETROL,1497.0,BATTICALOA,BRAND NEW-L/ASSEMBLE,2025.0,2,,JOLION
SINGLE CAB,LANKA ASHOK LEYLAND,BADA DOST,SRI LANKA,DIESEL,1478.0,HAMBANTOTA,BRAND NEW-L/ASSEMBLE,2025.0,1,,BADA DOST
CAR,TOYOTA,5BA-M910A ROOMY,JAPAN,PETROL,998.0,KALUTARA,RECONDITIONED,2024.0,1,5BA-M910A,ROOMY
MOTOR CYCLE,HONDA,PCX125,JAPAN,PETROL,124.0,GAMPAHA,RECONDITIONED,2025.0,4,,PCX125
CAR,SUZUKI,3BA-DA17W  EVERY,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,1,3BA-DA17W,EVERY
CAR,SUZUKI,3BA-HA37S ALTO,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2024.0,1,3BA-HA37S,ALTO
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,658.0,PUTTALAM,RECONDITIONED,2025.0,4,5BD-DA17V,EVERY
CAR,SUZUKI,3BA-JB64W JIMNY,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,3,3BA-JB64W,JIMNY
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,658.0,TRINCOMALEE,RECONDITIONED,2025.0,1,5BD-DA17V,EVERY
CAR,HONDA,CR-V VTI-L7,THAILAND,PETROL,1498.0,COLOMBO,RECONDITIONED,2025.0,1,CR-V,VTI-L7
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2025.0,10,5BA-KSP210,YARIS
CAR,TOYOTA,3BA-A210A  RAIZE,JAPAN,PETROL,996.0,KANDY,RECONDITIONED,2025.0,1,3BA-A210A,RAIZE
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,78.0,ANURADHAPURA,RECONDITIONED,2025.0,1,5AA-A202A,RAIZE
CAR,TOYOTA,YARIS ATIV,THAILAND,PETROL,1197.0,COLOMBO,RECONDITIONED,2025.0,6,,YARIS ATIV
SINGLE CAB,DAIHATSU,3BD-S500P HIJET,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,1,3BD-S500P,HIJET
CAR,TOYOTA,3BA-VJA300W LCRUISER,JAPAN,PETROL,3444.0,RATNAPURA,RECONDITIONED,2024.0,1,3BA-VJA300W,LCRUISER
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,KANDY,RECONDITIONED,2023.0,3,3BA-A210A,RAIZE
CAR,HONDA,6BA-JF3  N BOX,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2022.0,1,6BA-JF3,N BOX
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2022.0,4,5BA-M900A,ROOMY
CAR,MERCEDES BENZ,CLA200,GERMANY,PETROL,1332.0,COLOMBO,RECONDITIONED,2020.0,1,,CLA200
CAR,MERCEDES BENZ,GLB 200 AMG LINE,UNITED KINGDOM,PETROL,1332.0,COLOMBO,RECONDITIONED,2025.0,1,,GLB 200 AMG LINE
CAR,DAIHATSU,5BA-LA350S MIRA ES,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2025.0,2,5BA-LA350S,MIRA ES
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2025.0,2,5BA-MH85S,WAGON R
CAR,DAIHATSU,3BD-S700V HIJET,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2022.0,1,3BD-S700V,HIJET
AMBULANCE,TOYOTA,CBF-TRH226S,JAPAN,PETROL,2690.0,COLOMBO,RECONDITIONED,2013.0,1,CBF-TRH226S,Unknown
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,GAMPAHA,RECONDITIONED,2025.0,4,,PCX 160
DUAL PURPOSE (COMMERCIAL),FORD,RANGER RAPTOR,THAILAND,DIESEL,1996.0,MONERAGALA,RECONDITIONED,2025.0,1,,RANGER RAPTOR
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,KEGALLE,RECONDITIONED,2023.0,3,5BA-KSP210,YARIS
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,1196.0,RATNAPURA,RECONDITIONED,2025.0,2,5AA-A202A,RAIZE
CAR,HONDA,CR-V  VTI L7,AUSTRALIA,PETROL,1498.0,COLOMBO,RECONDITIONED,2025.0,1,CR-V,VTI L7
CAR,SUZUKI,5AA-MH95S  WAGON R,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2024.0,1,5AA-MH95S,WAGON R
CAR,HONDA,5BA-RZ3 ZR V,JAPAN,PETROL,1496.0,GAMPAHA,RECONDITIONED,2024.0,1,5BA-RZ3,ZR V
CAR,TOYOTA,6AA-NKE165 AXIO,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,2023.0,1,6AA-NKE165,AXIO
CAR,TOYOTA,5BA-M700A  PASSO,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,2023.0,1,5BA-M700A,PASSO
CAR,DAIHATSU,5BA-LA350S MIRA,JAPAN,PETROL,658.0,MATARA,RECONDITIONED,2023.0,4,5BA-LA350S,MIRA
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,MATARA,RECONDITIONED,2025.0,1,5AA-MH95S,WAGON R
CAR,DAIHATSU,5BA-LA350S MIRA ES,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,7,5BA-LA350S,MIRA ES
CAR,DAIHATSU,5BA-LA350S  MIRA E.S,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,2,5BA-LA350S,MIRA E.S
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,COLOMBO,RECONDITIONED,2023.0,16,5BA-A201A,RAIZE
CAR,DAIHATSU,5BA-LA900S  TAFT,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2023.0,1,5BA-LA900S,TAFT
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,HAMBANTOTA,RECONDITIONED,2024.0,1,5BA-KSP210,YARIS
DUAL PURPOSE (COMMERCIAL),FORD,RANGER RAPTOR,THAILAND,DIESEL,1996.0,KEGALLE,RECONDITIONED,2025.0,1,,RANGER RAPTOR
COMMERCIAL,TOYOTA,COMMUTER,THAILAND,DIESEL,2755.0,KALUTARA,RECONDITIONED,2025.0,1,,COMMUTER
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,2025.0,5,5AA-MH95S,WAGON R
CAR,DAIHATSU,5BA-LA350S MIRA ES,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2025.0,3,5BA-LA350S,MIRA ES
CAR,HONDA,6BA-JH3 N WGN,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,1,6BA-JH3,N WGN
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,78.0,COLOMBO,RECONDITIONED,2024.0,9,5AA-A202A,RAIZE
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO GR,THAILAND,DIESEL,2755.0,COLOMBO,RECONDITIONED,2025.0,1,,HILUX REVO GR
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,157.0,KANDY,RECONDITIONED,2025.0,1,,PCX
CAR,SUZUKI,4AA-MN71S,JAPAN,PETROL,996.0,PUTTALAM,RECONDITIONED,2024.0,1,4AA-MN71S,X BEE
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,HAMBANTOTA,RECONDITIONED,2024.0,1,5AA-MH95S,WAGON R
CAR,MITSUBISHI,5AA-B34A   EK SPACE,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2023.0,1,5AA-B34A,EK SPACE
COMMERCIAL,TOYOTA,2KG-GDB70 COASTER,JAPAN,DIESEL,2754.0,MATARA,RECONDITIONED,2025.0,1,2KG-GDB70,COASTER
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,658.0,MONERAGALA,RECONDITIONED,2024.0,1,5BD-DA17V,EVERY
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,657.0,JAFFNA,RECONDITIONED,2025.0,2,5AA-MH95S,WAGON R
CAR,NISSAN,5AA-B44A ROOX,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2023.0,2,5AA-B44A,ROOX
CAR,TOYOTA,YARIS ATIVE,THAILAND,PETROL,1197.0,GALLE,RECONDITIONED,2025.0,1,,YARIS ATIVE
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,658.0,JAFFNA,RECONDITIONED,2024.0,5,5BA-MH85S,WAGON R
CAR,DAIHATSU,5BA-LA350S MIRA,JAPAN,PETROL,658.0,JAFFNA,RECONDITIONED,2024.0,3,5BA-LA350S,MIRA
CAR,NISSAN,6AA-FE13  NOTE AURA,JAPAN,ELECTRIC,100.0,KEGALLE,RECONDITIONED,2024.0,1,6AA-FE13,NOTE AURA
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,1196.0,GAMPAHA,RECONDITIONED,2025.0,3,5AA-A202A,RAIZE
CAR,TOYOTA,6AA-MXPJ10  YARIS,JAPAN,PETROL/ELE,1496.0,GAMPAHA,RECONDITIONED,2024.0,1,6AA-MXPJ10,YARIS
CAR,DAIHATSU,5BA-LA350S MIRA,JAPAN,PETROL,658.0,TRINCOMALEE,RECONDITIONED,2023.0,1,5BA-LA350S,MIRA
MOTOR LORRY (COMMERCIAL),ISUZU,2RG-NPR88AN ELF,JAPAN,DIESEL,2990.0,KALUTARA,RECONDITIONED,2020.0,1,2RG-NPR88AN,ELF
SPECIAL PURPOSE VEHICLE,J.C.B,3CX BACKHOE LOADER,UNITED KINGDOM,DIESEL,3990.0,AMPARA,RECONDITIONED,2005.0,1,,3CX BACKHOE LOADER
CAR,HONDA,5BD-JJ1 N,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2023.0,1,5BD-JJ1,N
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL,657.0,COLOMBO,RECONDITIONED,2024.0,1,5AA-MK94S,SPACIA
CAR,NISSAN,5BD-DR17 CLIPPER,JAPAN,PETROL,658.0,AMPARA,RECONDITIONED,2024.0,1,5BD-DR17,CLIPPER
CAR,TOYOTA,5AA A202A RAIZE,JAPAN,PETROL/ELE,1190.0,HAMBANTOTA,RECONDITIONED,2025.0,1,,5AA A202A RAIZE
CAR,MERCEDES BENZ,5AA-206041C  C180,GERMANY,PETROL,1494.0,GAMPAHA,RECONDITIONED,2023.0,1,5AA-206041C,C180
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,GALLE,RECONDITIONED,2022.0,6,5BA-M900A,ROOMY
CAR,DAIHATSU,5BA-LA350S MIRA,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2024.0,2,5BA-LA350S,MIRA
CAR,TOYOTA,3BA-TRJ150W,JAPAN,PETROL,2693.0,COLOMBO,RECONDITIONED,2023.0,5,3BA-TRJ150W,PRADO
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2025.0,1,5BA-MH85S,WAGON R
SINGLE CAB,DAIHATSU,3BD S500P HIJET,JAPAN,PETROL,658.0,HAMBANTOTA,RECONDITIONED,2024.0,1,,3BD S500P HIJET
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO GR SPORT,THAILAND,DIESEL,2755.0,MATARA,RECONDITIONED,2025.0,1,,HILUX REVO GR SPORT
CAR,NISSAN,5AA-B44A ROOX,JAPAN,PETROL,658.0,MONERAGALA,RECONDITIONED,2023.0,1,5AA-B44A,ROOX
CAR,MITSUBISHI,5AA-B34A EK SPACE,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2023.0,1,5AA-B34A,EK SPACE
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,78.0,KURUNEGALA,RECONDITIONED,2023.0,2,5AA-A202A,RAIZE
CAR,MAZDA,5BD-DG17V SCRUM,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2025.0,1,5BD-DG17V,SCRUM
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,656.0,COLOMBO,RECONDITIONED,2024.0,1,5BD-DA17V,EVERY
CAR,SUZUKI,4AA-MK54S SPACIA,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2025.0,3,4AA-MK54S,SPACIA
CAR,DAIHATSU,5BA-M900S,JAPAN,PETROL,996.0,MATARA,RECONDITIONED,2023.0,1,5BA-M900S,Unknown
CAR,NISSAN,5AA-B44A ROOX,JAPAN,PETROL,658.0,RATNAPURA,RECONDITIONED,2023.0,1,5AA-B44A,ROOX
DUAL PURPOSE (COMMERCIAL),TOYOTA,3DF-GUN125 HILUX,THAILAND,DIESEL,2393.0,MATARA,RECONDITIONED,2024.0,1,3DF-GUN125,HILUX
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,ELECTRIC,78.0,AMPARA,RECONDITIONED,2025.0,2,5AA-A202A,RAIZE
CAR,DAIHATSU,5BA-LA350S MIRA E S,JAPAN,PETROL,658.0,KEGALLE,RECONDITIONED,2024.0,1,5BA-LA350S,MIRA E S
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,998.0,RATNAPURA,RECONDITIONED,2024.0,1,3BA-A210A,RAIZE
CAR,NISSAN,5AA-B47W DAYZ,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2024.0,1,5AA-B47W,DAYZ
SPECIAL PURPOSE VEHICLE,HITACHI,LX70  WHEEL LOADER,JAPAN,DIESEL,2800.0,POLONNARUWA,RECONDITIONED,2017.0,1,,LX70  WHEEL LOADER
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,BATTICALOA,RECONDITIONED,2025.0,4,6AA-RV5,VEZEL
DUAL PURPOSE (COMMERCIAL),TOYOTA,3DF-GUN125 HILUX,THAILAND,DIESEL,2396.0,GALLE,RECONDITIONED,2023.0,1,3DF-GUN125,HILUX
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1490.0,HAMBANTOTA,RECONDITIONED,2023.0,1,6AA-MXPJ10,YARIS
SINGLE CAB,NISSAN,3BD-DR16T CLIPPER,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2024.0,1,3BD-DR16T,CLIPPER
CAR,NISSAN,5BD-DR17V CLIPPER,JAPAN,PETROL,656.0,GAMPAHA,RECONDITIONED,2024.0,1,5BD-DR17V,CLIPPER
CAR,KIA,SYROS GI-0TDCTHTX,INDIA,PETROL,998.0,GAMPAHA,RECONDITIONED,2025.0,1,,SYROS GI-0TDCTHTX
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL,656.0,KALUTARA,RECONDITIONED,2025.0,1,5AA-MK94S,SPACIA
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,157.0,KURUNEGALA,RECONDITIONED,2025.0,2,,PCX
CAR,HONDA,CITY SV,THAILAND,PETROL,988.0,COLOMBO,RECONDITIONED,2025.0,1,,CITY SV
CAR,HONDA,6AA RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,BADULLA,RECONDITIONED,2025.0,2,,6AA RV5 VEZEL
CAR,NISSAN,5AA-B44A   ROOX,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2023.0,1,5AA-B44A,ROOX
CAR,NISSAN,ALMERA,THAILAND,PETROL,999.0,PUTTALAM,RECONDITIONED,2025.0,1,,ALMERA
CAR,SUZUKI,3BA-HA37S  ALTO,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,1,3BA-HA37S,ALTO
CAR,TOYOTA,6AA-ZVG13 COROLLA,JAPAN,PETROL/ELE,1797.0,GALLE,RECONDITIONED,2024.0,2,6AA-ZVG13,COROLLA
CAR,DAIHATSU,5BA-LA900S TAFT,JAPAN,PETROL,658.0,ANURADHAPURA,RECONDITIONED,2024.0,2,5BA-LA900S,TAFT
CAR,SUZUKI,3BA-DA17W EVERY,JAPAN,PETROL,658.0,JAFFNA,RECONDITIONED,2024.0,1,3BA-DA17W,EVERY
CAR,TOYOTA,6AA-MXPJ10,JAPAN,PETROL/ELE,1496.0,KURUNEGALA,RECONDITIONED,2025.0,1,6AA-MXPJ10,CROSS
CAR,DAIHATSU,5BA-LA350S,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2025.0,2,5BA-LA350S,"MIRA E,S"
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,658.0,KEGALLE,RECONDITIONED,2023.0,2,5BA-MH85S,WAGON R
MOTOR LORRY (COMMERCIAL),ISUZU,2RG-NPR88AN ELF,JAPAN,DIESEL,2990.0,COLOMBO,RECONDITIONED,2019.0,1,2RG-NPR88AN,ELF
CAR,NISSAN,4AA-B45W DAYZ,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2024.0,1,4AA-B45W,DAYZ
CAR,HONDA,6AA-RV5   VEZEL,JAPAN,PETROL/ELE,1496.0,BATTICALOA,RECONDITIONED,2023.0,1,6AA-RV5,VEZEL
CAR,SUZUKI,4AA-MH55S WAGON R,JAPAN,PETROL,658.0,BADULLA,RECONDITIONED,2024.0,1,4AA-MH55S,WAGON R
CAR,TOYOTA,5AA-A202A   RAIZE,JAPAN,ELECTRIC,78.0,COLOMBO,RECONDITIONED,2025.0,1,5AA-A202A,RAIZE
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,658.0,MATALE,RECONDITIONED,2024.0,1,5BA-MH85S,WAGON R
