Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,No of vehicle,Unnamed: 9,Unnamed: 10,Model_Code,Clean_Name
LAND VEHICLE (SMALL),KUBOTA,K7,JAPAN,DIESEL,230.0,ANURADHAPURA,RECONDITIONED,1,,,,K7
LAND VEHICLE (SMALL),KUBOTA,K7,JAPAN,DIESEL,395.0,HAMBANTOTA,RECONDITIONED,1,,,,K7
LAND VEHICLE (SMALL),KUBOTA,K7,JAPAN,DIESEL,401.0,KURUNEGALA,RECONDITIONED,1,,,,K7
LAND VEHICLE (SMALL),KUBOTA,K75,JAPAN,DIESEL,443.0,ANURADHAPURA,RECONDITIONED,1,,,,K75
LAND VEHICLE (SMALL),KUBOTA,K75,JAPAN,DIESEL,698.0,GAMPAHA,RECONDITIONED,1,,,,K75
LAND VEHICLE (SMALL),KUBOTA,K8,JAPAN,DIESEL,508.0,VAVUNIYA,RECONDITIONED,1,,,,K8
LAND VEHICLE (SMALL),KUBOTA,K8,JAPAN,DIESEL,508.0,KURUNEGALA,RECONDITIONED,1,,,,K8
LAND VEHICLE (SMALL),KUBOTA,SP 155,THAILAND,DIESEL,770.0,ANURADHAPURA,BRAND NEW,1,,,,SP 155
LAND VEHICLE (SMALL),KUBOTA,SP 155,THAILAND,DIESEL,770.0,MATARA,BRAND NEW,1,,,,SP 155
LAND VEHICLE (SMALL),KUBOTA,SP 155,THAILAND,DIESEL,770.0,POLONNARUWA,BRAND NEW,1,,,,SP 155
LAND VEHICLE (SMALL),KUBOTA,SP 155,THAILAND,DIESEL,770.0,HAMBANTOTA,BRAND NEW,4,,,,SP 155
LAND VEHICLE (SMALL),LAND FORCE,LF 240,THAILAND,DIESEL,1248.0,BATTICALOA,BRAND NEW,1,,,,LF 240
LAND VEHICLE (SMALL),LAND FORCE,LF240,THAILAND,DIESEL,1248.0,MONERAGALA,BRAND NEW,1,,,,LF240
LAND VEHICLE (SMALL),LAND FORCE,RK 80,THAILAND,DIESEL,416.0,POLONNARUWA,BRAND NEW,1,,,,RK 80
LAND VEHICLE (SMALL),NEW LION,RV125-2,CHINA,DIESEL,624.0,POLONNARUWA,BRAND NEW,1,,,RV125-2,Unknown
LAND VEHICLE (SMALL),NUBOTA VIKYNO,RV125-2,VIETNAM,DIESEL,624.0,MONERAGALA,BRAND NEW,1,,,RV125-2,Unknown
LAND VEHICLE (SMALL),SIFANG,GN12DI,CHINA,DIESEL,815.0,AMPARA,BRAND NEW,1,,,,GN12DI
LAND VEHICLE (SMALL),VIKYNO,RV 125,VIETNAM,DIESEL,624.0,HAMBANTOTA,BRAND NEW,1,,,,RV 125
LAND VEHICLE (SMALL),VIKYNO,RV125-2,VIETNAM,DIESEL,624.0,PUTTALAM,BRAND NEW,1,,,RV125-2,Unknown
LAND VEHICLE (SMALL),VIKYNO,RV125-2,VIETNAM,DIESEL,624.0,GAMPAHA,BRAND NEW,1,,,RV125-2,Unknown
LAND VEHICLE (SMALL),VIKYNO,RV125-2,VIETNAM,DIESEL,624.0,AMPARA,BRAND NEW,2,,,RV125-2,Unknown
LAND VEHICLE (SMALL),VIKYNO,RV125-2,VIETNAM,DIESEL,624.0,HAMBANTOTA,BRAND NEW,3,,,RV125-2,Unknown
LAND VEHICLE (SMALL),VIKYNO,RV125-2,VIETNAM,DIESEL,624.0,BATTICALOA,BRAND NEW,3,,,RV125-2,Unknown
LAND VEHICLE (SMALL),VIKYNO,RV80 - POWER TILLER,VIETNAM,DIESEL,443.0,ANURADHAPURA,BRAND NEW,2,,,,RV80 - POWER TILLER
LAND VEHICLE (SMALL),VIKYNO,RV80 - POWER TILLER,VIETNAM,DIESEL,443.0,KURUNEGALA,BRAND NEW,3,,,,RV80 - POWER TILLER
LAND VEHICLE (SMALL),YANMAR,YC70,JAPAN,DIESEL,395.0,GAMPAHA,RECONDITIONED,1,,,,YC70
LAND VEHICLE (SMALL),YANMAR,YC70,JAPAN,DIESEL,395.0,ANURADHAPURA,RECONDITIONED,1,,,,YC70
LORRY TRAILER/BOWSER,DUTCH LANKA TRAILER,DLFT 40/50T,SRI LANKA,NOT STATED,0.0,COLOMBO,LOCALLY BUILT,1,,,,DLFT 40/50T
LORRY TRAILER/BOWSER,DUTCH LANKA TRAILER,DLFT-40/50T,SRI LANKA,NOT STATED,0.0,MATALE,LOCALLY BUILT,1,,,DLFT-40,/50T
LORRY TRAILER/BOWSER,DUTCH LANKA TRAILER,DLFT-40/50T,SRI LANKA,NOT STATED,0.0,COLOMBO,LOCALLY BUILT,19,,,DLFT-40,/50T
LORRY TRAILER/BOWSER,DUTCH LANKA TRAILER,DLFT-44/40T,SRI LANKA,NOT STATED,0.0,PUTTALAM,LOCALLY BUILT,1,,,DLFT-44,/40T
LORRY TRAILER/BOWSER,DUTCH LANKA TRAILER,DLST- 40/40T,SRI LANKA,NOT STATED,0.0,COLOMBO,LOCALLY BUILT,1,,,,DLST- 40/40T
LORRY TRAILER/BOWSER,DUTCH LANKA TRAILER,DLST-40/40T,SWEDEN,NOT STATED,0.0,COLOMBO,LOCALLY BUILT,1,,,DLST-40,/40T
LORRY TRAILER/BOWSER,DUTCH LANKA TRAILER,DLST-40/40T,SRI LANKA,NOT STATED,0.0,JAFFNA,LOCALLY BUILT,1,,,DLST-40,/40T
LORRY TRAILER/BOWSER,DUTCH LANKA TRAILER,DLST-40/40T,SRI LANKA,NOT STATED,0.0,GAMPAHA,LOCALLY BUILT,3,,,DLST-40,/40T
LORRY TRAILER/BOWSER,DUTCH LANKA TRAILER,DLST-40/40T,SRI LANKA,NOT STATED,0.0,COLOMBO,LOCALLY BUILT,6,,,DLST-40,/40T
LORRY TRAILER/BOWSER,DUTCH LANKA TRAILER,DLST-40/50T,SRI LANKA,NOT STATED,0.0,COLOMBO,LOCALLY BUILT,2,,,DLST-40,/50T
LORRY TRAILER/BOWSER,DYNAMIC,SKELETON,SRI LANKA,NOT STATED,0.0,COLOMBO,LOCALLY BUILT,5,,,,SKELETON
LORRY TRAILER/BOWSER,TANTRI,TSK-40,SRI LANKA,NOT STATED,0.0,KALUTARA,LOCALLY BUILT,1,,,TSK-40,Unknown
LORRY TRAILER/BOWSER,TANTRI,TSK-40,SRI LANKA,NOT STATED,0.0,KEGALLE,LOCALLY BUILT,2,,,TSK-40,Unknown
LORRY TRAILER/BOWSER,TANTRI,TSK-40,SRI LANKA,NOT STATED,0.0,GAMPAHA,LOCALLY BUILT,3,,,TSK-40,Unknown
LORRY TRAILER/BOWSER,TANTRI,TSK-40,SRI LANKA,NOT STATED,0.0,COLOMBO,LOCALLY BUILT,7,,,TSK-40,Unknown
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,KURUNEGALA,BRAND NEW,1,,,,450X
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,HAMBANTOTA,BRAND NEW,1,,,,450X
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,MATALE,BRAND NEW,1,,,,450X
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,TRINCOMALEE,BRAND NEW,1,,,,450X
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,ANURADHAPURA,BRAND NEW,2,,,,450X
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,MANNAR,BRAND NEW,2,,,,450X
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,MULLATIVU,BRAND NEW,2,,,,450X
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,PUTTALAM,BRAND NEW,2,,,,450X
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,GALLE,BRAND NEW,2,,,,450X
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,KILINOCHCHI,BRAND NEW,3,,,,450X
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,KALUTARA,BRAND NEW,3,,,,450X
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,JAFFNA,BRAND NEW,3,,,,450X
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,MATARA,BRAND NEW,4,,,,450X
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,RATNAPURA,BRAND NEW,4,,,,450X
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,GAMPAHA,BRAND NEW,4,,,,450X
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,COLOMBO,BRAND NEW,9,,,,450X
MOTOR CYCLE,BAJAJ,BAJA DISCOVER,INDIA,PETROL,124.52,ANURADHAPURA,BRAND NEW,1,,,,BAJA DISCOVER
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,POLONNARUWA,BRAND NEW-L/MANUFACT,1,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,ANURADHAPURA,BRAND NEW-L/MANUFACT,1,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,MANNAR,BRAND NEW-L/ASSEMBLE,34,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,NUWARA-ELIYA,BRAND NEW-L/ASSEMBLE,35,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,VAVUNIYA,BRAND NEW-L/ASSEMBLE,39,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,KILINOCHCHI,BRAND NEW-L/ASSEMBLE,45,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,MULLATIVU,BRAND NEW-L/ASSEMBLE,52,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,BATTICALOA,BRAND NEW-L/ASSEMBLE,58,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,MATALE,BRAND NEW-L/ASSEMBLE,59,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,JAFFNA,BRAND NEW-L/ASSEMBLE,60,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,BADULLA,BRAND NEW-L/ASSEMBLE,68,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,KANDY,BRAND NEW-L/ASSEMBLE,83,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,KEGALLE,BRAND NEW-L/ASSEMBLE,85,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,HAMBANTOTA,BRAND NEW-L/ASSEMBLE,99,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,MONERAGALA,BRAND NEW-L/ASSEMBLE,110,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,AMPARA,BRAND NEW-L/ASSEMBLE,123,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,MATARA,BRAND NEW-L/ASSEMBLE,123,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,TRINCOMALEE,BRAND NEW-L/ASSEMBLE,128,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,RATNAPURA,BRAND NEW-L/ASSEMBLE,130,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,POLONNARUWA,BRAND NEW-L/ASSEMBLE,152,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,KALUTARA,BRAND NEW-L/ASSEMBLE,226,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,PUTTALAM,BRAND NEW-L/ASSEMBLE,249,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,GALLE,BRAND NEW-L/ASSEMBLE,294,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,ANURADHAPURA,BRAND NEW-L/ASSEMBLE,337,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,GAMPAHA,BRAND NEW-L/ASSEMBLE,360,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,COLOMBO,BRAND NEW-L/ASSEMBLE,409,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,KURUNEGALA,BRAND NEW-L/ASSEMBLE,453,,,,CT 100 ES
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,GAMPAHA,BRAND NEW,1,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,VAVUNIYA,BRAND NEW-L/ASSEMBLE,4,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,MULLATIVU,BRAND NEW-L/ASSEMBLE,5,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,MANNAR,BRAND NEW-L/ASSEMBLE,5,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,KILINOCHCHI,BRAND NEW-L/ASSEMBLE,6,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,MATALE,BRAND NEW-L/ASSEMBLE,8,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,BATTICALOA,BRAND NEW-L/ASSEMBLE,8,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,NUWARA-ELIYA,BRAND NEW-L/ASSEMBLE,9,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,BADULLA,BRAND NEW-L/ASSEMBLE,10,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,MONERAGALA,BRAND NEW-L/ASSEMBLE,10,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,JAFFNA,BRAND NEW-L/ASSEMBLE,12,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,POLONNARUWA,BRAND NEW-L/ASSEMBLE,12,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,AMPARA,BRAND NEW-L/ASSEMBLE,12,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,TRINCOMALEE,BRAND NEW-L/ASSEMBLE,13,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,KEGALLE,BRAND NEW-L/ASSEMBLE,15,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,HAMBANTOTA,BRAND NEW-L/ASSEMBLE,16,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,RATNAPURA,BRAND NEW-L/ASSEMBLE,17,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,KANDY,BRAND NEW-L/ASSEMBLE,22,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,ANURADHAPURA,BRAND NEW-L/ASSEMBLE,24,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,MATARA,BRAND NEW-L/ASSEMBLE,26,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,KALUTARA,BRAND NEW-L/ASSEMBLE,28,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,PUTTALAM,BRAND NEW-L/ASSEMBLE,29,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,KURUNEGALA,BRAND NEW-L/ASSEMBLE,42,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,GAMPAHA,BRAND NEW-L/ASSEMBLE,47,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,GALLE,BRAND NEW-L/ASSEMBLE,70,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,COLOMBO,BRAND NEW-L/ASSEMBLE,73,,,,DISCOVER 125
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,BATTICALOA,BRAND NEW-L/MANUFACT,1,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,VAVUNIYA,BRAND NEW-L/ASSEMBLE,2,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,ANURADHAPURA,BRAND NEW-L/ASSEMBLE,3,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,MONERAGALA,BRAND NEW-L/ASSEMBLE,3,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,POLONNARUWA,BRAND NEW-L/ASSEMBLE,3,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,BATTICALOA,BRAND NEW-L/ASSEMBLE,4,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,KEGALLE,BRAND NEW-L/ASSEMBLE,4,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,HAMBANTOTA,BRAND NEW-L/ASSEMBLE,4,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,MATALE,BRAND NEW-L/ASSEMBLE,4,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,NUWARA-ELIYA,BRAND NEW-L/ASSEMBLE,4,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,MANNAR,BRAND NEW-L/ASSEMBLE,4,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,JAFFNA,BRAND NEW-L/ASSEMBLE,5,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,MATARA,BRAND NEW-L/ASSEMBLE,7,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,BADULLA,BRAND NEW-L/ASSEMBLE,7,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,KANDY,BRAND NEW-L/ASSEMBLE,7,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,RATNAPURA,BRAND NEW-L/ASSEMBLE,7,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,TRINCOMALEE,BRAND NEW-L/ASSEMBLE,11,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,PUTTALAM,BRAND NEW-L/ASSEMBLE,13,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,KALUTARA,BRAND NEW-L/ASSEMBLE,13,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,KURUNEGALA,BRAND NEW-L/ASSEMBLE,19,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,GALLE,BRAND NEW-L/ASSEMBLE,28,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,AMPARA,BRAND NEW-L/ASSEMBLE,40,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,GAMPAHA,BRAND NEW-L/ASSEMBLE,48,,,,PULSAR N160
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,COLOMBO,BRAND NEW-L/ASSEMBLE,62,,,,PULSAR N160
MOTOR CYCLE,DASTOL,DW-28,CHINA,ELECTRIC,2.0,HAMBANTOTA,BRAND NEW,1,,,DW-28,Unknown
MOTOR CYCLE,DAYUN,DY90-20,CHINA,PETROL,90.0,PUTTALAM,BRAND NEW,1,,,DY90-20,Unknown
MOTOR CYCLE,DAYWANG(DW)SL,E-MOTOR CYCLE,CHINA,ELECTRIC,0.8,BADULLA,BRAND NEW,1,,,,E-MOTOR CYCLE
MOTOR CYCLE,DAYWANG(DW)SL,E-MOTOR CYCLE,CHINA,ELECTRIC,0.8,RATNAPURA,BRAND NEW,1,,,,E-MOTOR CYCLE
MOTOR CYCLE,DAYWANG(DW)SL,E-MOTOR CYCLE,CHINA,ELECTRIC,0.8,MATALE,BRAND NEW,1,,,,E-MOTOR CYCLE
MOTOR CYCLE,DAYWANG(DW)SL,E-MOTOR CYCLE,CHINA,ELECTRIC,0.8,MONERAGALA,BRAND NEW,1,,,,E-MOTOR CYCLE
MOTOR CYCLE,DAYWANG(DW)SL,E-MOTOR CYCLE,CHINA,ELECTRIC,0.8,GALLE,BRAND NEW,1,,,,E-MOTOR CYCLE
MOTOR CYCLE,DAYWANG(DW)SL,E-MOTOR CYCLE,CHINA,ELECTRIC,0.8,KANDY,BRAND NEW,1,,,,E-MOTOR CYCLE
MOTOR CYCLE,DAYWANG(DW)SL,E-MOTOR CYCLE,CHINA,ELECTRIC,0.8,KURUNEGALA,BRAND NEW,2,,,,E-MOTOR CYCLE
MOTOR CYCLE,DAYWANG(DW)SL,E-MOTOR CYCLE,CHINA,ELECTRIC,0.8,MATARA,BRAND NEW,2,,,,E-MOTOR CYCLE
MOTOR CYCLE,DAYWANG(DW)SL,E-MOTOR CYCLE,CHINA,ELECTRIC,0.8,GAMPAHA,BRAND NEW,2,,,,E-MOTOR CYCLE
MOTOR CYCLE,DAYWANG(DW)SL,E-MOTOR CYCLE,CHINA,ELECTRIC,0.8,MANNAR,BRAND NEW,3,,,,E-MOTOR CYCLE
MOTOR CYCLE,DAYWANG(DW)SL,E-MOTOR CYCLE,CHINA,ELECTRIC,0.8,AMPARA,BRAND NEW,5,,,,E-MOTOR CYCLE
MOTOR CYCLE,DAYWANG(DW)SL,E-MOTOR CYCLE,CHINA,ELECTRIC,0.8,ANURADHAPURA,BRAND NEW,15,,,,E-MOTOR CYCLE
MOTOR CYCLE,DECO,E-BIKE,CHINA,ELECTRIC,1.2,COLOMBO,BRAND NEW,1,,,,E-BIKE
MOTOR CYCLE,DIMEN,D60,CHINA,ELECTRIC,1.2,COLOMBO,BRAND NEW,1,,,,D60
MOTOR CYCLE,DIMEN,D60,CHINA,ELECTRIC,1.2,ANURADHAPURA,BRAND NEW,1,,,,D60
MOTOR CYCLE,DYNAMIC,SL,CHINA,ELECTRIC,2.0,KALUTARA,BRAND NEW,1,,,,SL
MOTOR CYCLE,DYNAMIC,SL,CHINA,ELECTRIC,2.0,KURUNEGALA,BRAND NEW,1,,,,SL
MOTOR CYCLE,DYNO,SCOOBY 125  EFI,SRI LANKA,PETROL,124.6,KEGALLE,BRAND NEW-L/ASSEMBLE,1,,,,SCOOBY 125  EFI
MOTOR CYCLE,DYNO,SCOOBY 125  EFI,SRI LANKA,PETROL,124.6,COLOMBO,BRAND NEW-L/ASSEMBLE,1,,,,SCOOBY 125  EFI
MOTOR CYCLE,DYNO,SCOOBY 125  EFI,SRI LANKA,PETROL,124.6,BADULLA,BRAND NEW-L/ASSEMBLE,1,,,,SCOOBY 125  EFI
MOTOR CYCLE,DYNO,SCOOBY 125  EFI,SRI LANKA,PETROL,124.6,ANURADHAPURA,BRAND NEW-L/ASSEMBLE,2,,,,SCOOBY 125  EFI
MOTOR CYCLE,DYNO,SCOOBY 125  EFI,SRI LANKA,PETROL,124.6,GAMPAHA,BRAND NEW-L/ASSEMBLE,4,,,,SCOOBY 125  EFI
MOTOR CYCLE,HONDA,8BK-KF47,JAPAN,PETROL,160.0,COLOMBO,RECONDITIONED,1,,,8BK-KF47,Unknown
MOTOR CYCLE,HONDA,ADV,JAPAN,PETROL,156.0,COLOMBO,RECONDITIONED,1,,,,ADV
MOTOR CYCLE,HONDA,ADV,JAPAN,PETROL,157.0,GALLE,RECONDITIONED,1,,,,ADV
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,MANNAR,RECONDITIONED,1,,,,ADV 160
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,TRINCOMALEE,RECONDITIONED,1,,,,ADV 160
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,KURUNEGALA,RECONDITIONED,1,,,,ADV 160
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,MATARA,RECONDITIONED,1,,,,ADV 160
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,AMPARA,RECONDITIONED,1,,,,ADV 160
MOTOR CYCLE,HONDA,ADV 160,MALAYSIA,PETROL,157.0,COLOMBO,RECONDITIONED,1,,,,ADV 160
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,KALUTARA,RECONDITIONED,2,,,,ADV 160
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,KEGALLE,RECONDITIONED,2,,,,ADV 160
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,KANDY,RECONDITIONED,2,,,,ADV 160
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,GAMPAHA,RECONDITIONED,3,,,,ADV 160
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,COLOMBO,RECONDITIONED,12,,,,ADV 160
MOTOR CYCLE,HONDA,ADV160,JAPAN,PETROL,157.0,COLOMBO,RECONDITIONED,2,,,,ADV160
MOTOR CYCLE,HONDA,CRF RALLY 250,JAPAN,PETROL,249.0,GAMPAHA,RECONDITIONED,1,,,,CRF RALLY 250
MOTOR CYCLE,HONDA,DIO,JAPAN,PETROL,49.0,KURUNEGALA,RECONDITIONED,1,,,,DIO
MOTOR CYCLE,HONDA,DIO-110,VIETNAM,PETROL,110.0,GAMPAHA,RECONDITIONED,1,,,DIO-110,Unknown
MOTOR CYCLE,HONDA,GIORNO,JAPAN,PETROL,49.0,COLOMBO,BOUGHT FROM AUCTION,1,,,,GIORNO
